#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   1  11   4.2e-12   2.3e-08   29.9   0.1     1    29     1    29     1    37 0.92 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   2  11   5.6e-23   3.1e-19   66.0   0.7    25    78    73   126    61   131 0.89 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   3  11  1.7e-149  9.6e-146  485.5  22.8    66   344   170   449   165   453 0.98 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   4  11    8e-152  4.4e-148  493.2  21.2   344   593   487   742   479   745 0.95 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   5  11   4.4e-96   2.5e-92  308.4  22.6   593   814   803  1065   800  1076 0.87 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   6  11     2e-05      0.11    7.8   0.1   801   828  1120  1147  1104  1153 0.84 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   7  11         0         0 1775.9  93.1   823  1778  1190  2179  1171  2204 0.96 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   8  11   8.2e-05      0.45    5.7   0.0  1783  1800  2220  2237  2216  2247 0.89 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6   9  11   2.7e-85   1.5e-81  272.6  14.0  1801  1995  2370  2580  2363  2582 0.94 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6  10  11   1.4e-09   7.7e-06   21.5   0.0  1990  2020  2692  2722  2683  2729 0.88 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116760.1-p1      -           3296 174at5820            -           2065         0 3445.8 228.6  11  11     4e-06     0.022   10.1   0.2  2021  2061  3026  3064  3022  3068 0.71 | transcript=PVX_116760.1 | gene=PVX_116760 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1250156-1262201(-) | protein_length=3296 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/174at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/174at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/174at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:27 2026
# [ok]
