#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   1  12      0.27   1.5e+03   -5.6  10.4    14    93    43   131    33   151 0.56 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   2  12   8.2e-27   4.5e-23   79.0  15.5    18   112   181   288   171   295 0.78 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   3  12   4.6e-50   2.5e-46  156.1   7.1    95   189   305   399   291   414 0.88 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   4  12     3e-90   1.6e-86  289.3   7.3   188   334   422   568   417   571 0.98 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   5  12   1.2e-89   6.9e-86  287.2  20.9   334   500   600   781   587   794 0.89 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   6  12   6.4e-81   3.6e-77  258.3  15.9   492   640   828   979   820   983 0.96 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   7  12    4e-172  2.2e-168  560.6  39.1   636   953  1076  1418  1071  1430 0.93 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   8  12   1.4e-48   7.7e-45  151.1   8.1   941  1053  1504  1622  1493  1640 0.81 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4   9  12   1.8e-49   9.8e-46  154.1   8.0  1048  1146  1668  1766  1663  1775 0.96 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4  10  12  2.5e-204  1.4e-200  667.4  31.9  1144  1477  1798  2132  1793  2191 0.90 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4  11  12   5.9e-07    0.0033   13.2   0.5  1459  1488  2230  2259  2223  2273 0.85 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117640.1-p1      -           2402 580at5820            -           1578         0 2662.0 265.4  12  12   1.1e-37   5.8e-34  115.1  15.4  1475  1578  2275  2402  2257  2402 0.81 | transcript=PVX_117640.1 | gene=PVX_117640 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2024694-2031902(-) | protein_length=2402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/580at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/580at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/580at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:31 2026
# [ok]
