#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   1  11   8.8e-16   4.9e-12   42.5   2.2     1    38    10    47    10    53 0.94 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   2  11     9e-22     5e-18   62.3   0.0    36   102   107   176   104   179 0.94 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   3  11   1.2e-72   6.9e-69  230.8   0.0   103   268   216   399   214   409 0.87 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   4  11   1.4e-10   7.6e-07   25.3   0.1   264   305   442   483   435   494 0.86 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   5  11  1.4e-110    8e-107  356.5   2.6   306   600   540   908   534   913 0.85 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   6  11     0.022   1.2e+02   -2.0   0.1   600   618   952   970   951   974 0.87 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   7  11   8.1e-21   4.5e-17   59.1   0.0   616   702   995  1100   976  1102 0.80 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   8  11   0.00017      0.92    5.1   0.0   707   730  1198  1221  1187  1230 0.90 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2   9  11  4.2e-167  2.3e-163  543.9  26.5   729  1066  1283  1643  1277  1662 0.94 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2  10  11  2.1e-152  1.2e-148  495.1  51.4  1075  1372  1687  2002  1675  2008 0.94 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002855.1-p1      -           2094 747at5820            -           1392         0 1819.4 117.2  11  11   7.7e-07    0.0043   12.8   0.5  1368  1392  2070  2094  2056  2094 0.94 | transcript=PVX_002855.1 | gene=PVX_002855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:325156-333325(+) | protein_length=2094 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/747at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
