#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_118330.1-p1      -            596 6335at5820           -            474  4.9e-258  854.7  59.1   1   2  5.3e-200  3.3e-197  654.2  49.2     1   365     1   396     1   416 0.96 | transcript=PVX_118330.1 | gene=PVX_118330 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2605021-2607047(-) | protein_length=596 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118330.1-p1      -            596 6335at5820           -            474  4.9e-258  854.7  59.1   2   2   4.8e-64   2.9e-61  205.9   2.3   367   473   489   595   473   596 0.94 | transcript=PVX_118330.1 | gene=PVX_118330 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2605021-2607047(-) | protein_length=596 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 6335at5820           -            474     1e-11   42.5  15.0   1   2   2.5e-11   1.5e-08   32.0   2.4   227   355   144   272   107   286 0.84 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_119700.1-p1      -            578 6335at5820           -            474     1e-11   42.5  15.0   2   2   2.6e-06    0.0016   15.5   4.8   193   323   299   426   288   458 0.75 | transcript=PVX_119700.1 | gene=PVX_119700 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:1251368-1253104(+) | protein_length=578 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 6335at5820           -            474     7e-10   36.4   0.1   1   4      0.13        82   -0.0   0.5   236   261   110   135    75   191 0.82 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 6335at5820           -            474     7e-10   36.4   0.1   2   4      0.76   4.7e+02   -2.5   1.8   247   294   225   277   200   285 0.72 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 6335at5820           -            474     7e-10   36.4   0.1   3   4      0.28   1.7e+02   -1.1   2.4   193   239   413   455   384   475 0.66 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114065.1-p1      -            986 6335at5820           -            474     7e-10   36.4   0.1   4   4   1.1e-12     7e-10   36.4   0.1   265   339   520   594   515   602 0.94 | transcript=PVX_114065.1 | gene=PVX_114065 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1282366-1285476(+) | protein_length=986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111075.1-p1      -            512 6335at5820           -            474   1.8e-09   35.1  10.5   1   1   4.4e-12   2.7e-09   34.5  10.5   189   391    94   289    56   305 0.83 | transcript=PVX_111075.1 | gene=PVX_111075 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:734691-736229(+) | protein_length=512 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 6335at5820           -            474   3.4e-08   30.9  38.4   1   2   2.3e-08   1.4e-05   22.2  15.6   195   364   121   289    96   301 0.83 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123710.1-p1      -            836 6335at5820           -            474   3.4e-08   30.9  38.4   2   2   8.9e-06    0.0055   13.7  14.7   198   336   318   460   300   492 0.74 | transcript=PVX_123710.1 | gene=PVX_123710 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1686361-1688871(+) | protein_length=836 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
