#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_101090.1-p1      -            376 7530at5820           -            318  2.3e-195  646.5  24.8   1   2  3.6e-162    5e-159  527.1  16.9     1   253     1   254     1   270 0.98 | transcript=PVX_101090.1 | gene=PVX_101090 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2620895-2622451(-) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101090.1-p1      -            376 7530at5820           -            318  2.3e-195  646.5  24.8   2   2     1e-39   1.5e-36  124.7   0.9   235   318   275   376   266   376 0.79 | transcript=PVX_101090.1 | gene=PVX_101090 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2620895-2622451(-) | protein_length=376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 7530at5820           -            318   2.9e-07   28.5   0.8   1   3     0.012        17    2.9   0.0    35    64    16    45     8    54 0.87 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 7530at5820           -            318   2.9e-07   28.5   0.8   2   3   1.2e-06    0.0017   16.1   0.2    37   113    59   136    48   146 0.86 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 7530at5820           -            318   2.9e-07   28.5   0.8   3   3    0.0014         2    6.0   0.0    37   302   150   197   136   230 0.61 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7530at5820           -            318     1e-06   26.7   1.1   1   3   7.9e-05      0.11   10.1   0.0   256   315    77   141    28   144 0.77 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7530at5820           -            318     1e-06   26.7   1.1   2   3   7.7e-07    0.0011   16.8   0.2   126   299    75   251    74   270 0.70 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089025.1-p1      -            322 7530at5820           -            318     1e-06   26.7   1.1   3   3    0.0072        10    3.7   0.0    33    60   292   319   278   322 0.87 | transcript=PVX_089025.1 | gene=PVX_089025 | organism=Plasmodium_vivax_Sal-1 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=Pv_Sal1_chr05:234755-236165(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092900.1-p1      -            660 7530at5820           -            318   2.1e-06   25.7   5.4   1   3   0.00072         1    7.0   0.2   234   311   104   186    69   226 0.67 | transcript=PVX_092900.1 | gene=PVX_092900 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:1808717-1810699(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092900.1-p1      -            660 7530at5820           -            318   2.1e-06   25.7   5.4   2   3     0.086   1.2e+02    0.2   0.1   264   300   387   424   382   441 0.81 | transcript=PVX_092900.1 | gene=PVX_092900 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:1808717-1810699(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092900.1-p1      -            660 7530at5820           -            318   2.1e-06   25.7   5.4   3   3   1.8e-07   0.00025   18.8   0.2   216   310   456   558   426   567 0.64 | transcript=PVX_092900.1 | gene=PVX_092900 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:1808717-1810699(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7530at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7530at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7530at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:53 2026
# [ok]
