#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_114460.1-p1      -           1847 766at5820            -           1071         0 2154.7 137.0   1   5   1.4e-10   8.7e-08   28.9   7.7     4    80    16    96    11   102 0.73 | transcript=PVX_114460.1 | gene=PVX_114460 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:947884-953427(-) | protein_length=1847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114460.1-p1      -           1847 766at5820            -           1071         0 2154.7 137.0   2   5  2.3e-173  1.4e-170  567.9  37.4     5   334   150   511   145   527 0.91 | transcript=PVX_114460.1 | gene=PVX_114460 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:947884-953427(-) | protein_length=1847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114460.1-p1      -           1847 766at5820            -           1071         0 2154.7 137.0   3   5   5.3e-26   3.2e-23   79.9   4.3   325   378   580   633   556   654 0.84 | transcript=PVX_114460.1 | gene=PVX_114460 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:947884-953427(-) | protein_length=1847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114460.1-p1      -           1847 766at5820            -           1071         0 2154.7 137.0   4   5  4.4e-174  2.7e-171  570.2  21.3   372   653   986  1270   918  1282 0.95 | transcript=PVX_114460.1 | gene=PVX_114460 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:947884-953427(-) | protein_length=1847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114460.1-p1      -           1847 766at5820            -           1071         0 2154.7 137.0   5   5  1.9e-283  1.2e-280  932.3  34.1   653  1066  1418  1831  1399  1841 0.97 | transcript=PVX_114460.1 | gene=PVX_114460 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:947884-953427(-) | protein_length=1847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085325.1-p1      -            708 766at5820            -           1071     8e-14   48.8   1.0   1   3   8.1e-13     5e-10   36.3   0.1   858   992   384   519   374   520 0.88 | transcript=PVX_085325.1 | gene=PVX_085325 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1105001-1107127(-) | protein_length=708 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085325.1-p1      -            708 766at5820            -           1071     8e-14   48.8   1.0   2   3   1.2e-06   0.00075   15.8   0.1   858   916   487   545   457   556 0.80 | transcript=PVX_085325.1 | gene=PVX_085325 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1105001-1107127(-) | protein_length=708 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085325.1-p1      -            708 766at5820            -           1071     8e-14   48.8   1.0   3   3   0.00015     0.095    8.9   0.1   786   890   583   682   576   695 0.77 | transcript=PVX_085325.1 | gene=PVX_085325 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:1105001-1107127(-) | protein_length=708 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094745.1-p1      -            188 766at5820            -           1071   4.1e-11   39.9   0.4   1   1   8.6e-14   5.3e-11   39.5   0.4   846   928    62   143    18   173 0.77 | transcript=PVX_094745.1 | gene=PVX_094745 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr08:498590-500320(+) | protein_length=188 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101185.1-p1      -            309 766at5820            -           1071   6.5e-08   29.3  14.6   1   1   1.5e-10   9.1e-08   28.8  14.6   848   970    57   177    53   195 0.83 | transcript=PVX_101185.1 | gene=PVX_101185 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2702793-2703722(+) | protein_length=309 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091585.1-p1      -            366 766at5820            -           1071   6.6e-07   25.9   0.1   1   1   1.6e-09   9.7e-07   25.4   0.1   849   921   278   349   255   355 0.84 | transcript=PVX_091585.1 | gene=PVX_091585 | organism=Plasmodium_vivax_Sal-1 | gene_product=acyl-CoA-binding protein, putative | transcript_product=acyl-CoA-binding protein, putative | location=Pv_Sal1_chr09:628205-629305(-) | protein_length=366 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111040.1-p1      -            470 766at5820            -           1071   1.2e-06   25.1   1.5   1   1     3e-09   1.8e-06   24.5   1.5   842   992    41   191     7   207 0.86 | transcript=PVX_111040.1 | gene=PVX_111040 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:765454-767259(+) | protein_length=470 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 766at5820            -           1071   1.5e-06   24.8   6.7   1   4     0.093        57   -0.3   0.9   869   933    12    79     2    87 0.55 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 766at5820            -           1071   1.5e-06   24.8   6.7   2   4   2.4e-09   1.5e-06   24.8   6.7   870   953    85   167    73   174 0.93 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 766at5820            -           1071   1.5e-06   24.8   6.7   3   4    0.0032         2    4.5   7.8   857   931   171   247   166   271 0.71 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122515.1-p1      -            400 766at5820            -           1071   1.5e-06   24.8   6.7   4   4      0.18   1.1e+02   -1.3   2.3    64   119   244   306   240   341 0.54 | transcript=PVX_122515.1 | gene=PVX_122515 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:652051-653253(-) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001960.1-p1      -           1849 766at5820            -           1071   3.1e-06   23.7   1.9   1   5   5.1e-09   3.1e-06   23.7   1.9   869   993  1014  1145  1003  1156 0.82 | transcript=PVX_001960.1 | gene=PVX_001960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:297275-302824(-) | protein_length=1849 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001960.1-p1      -           1849 766at5820            -           1071   3.1e-06   23.7   1.9   2   5   0.00041      0.25    7.5   0.3   861   919  1115  1174  1108  1179 0.86 | transcript=PVX_001960.1 | gene=PVX_001960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:297275-302824(-) | protein_length=1849 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001960.1-p1      -           1849 766at5820            -           1071   3.1e-06   23.7   1.9   3   5   0.00049       0.3    7.2   0.3   835   907  1157  1228  1148  1249 0.55 | transcript=PVX_001960.1 | gene=PVX_001960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:297275-302824(-) | protein_length=1849 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001960.1-p1      -           1849 766at5820            -           1071   3.1e-06   23.7   1.9   4   5       1.6   9.5e+02   -4.4   3.8   635   661  1601  1627  1583  1644 0.70 | transcript=PVX_001960.1 | gene=PVX_001960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:297275-302824(-) | protein_length=1849 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001960.1-p1      -           1849 766at5820            -           1071   3.1e-06   23.7   1.9   5   5      0.71   4.3e+02   -3.3   0.1   300   346  1742  1787  1733  1791 0.85 | transcript=PVX_001960.1 | gene=PVX_001960 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:297275-302824(-) | protein_length=1849 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089105.1-p1      -            185 766at5820            -           1071   3.9e-05   20.1   7.2   1   1   7.9e-08   4.9e-05   19.8   7.2   857   993    13   147     2   156 0.74 | transcript=PVX_089105.1 | gene=PVX_089105 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:309875-311318(-) | protein_length=185 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/766at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/766at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:28 2026
# [ok]
