#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   1  12  6.1e-140  1.7e-136  455.2  16.2     1   253     1   264     1   268 0.95 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   2  12   5.3e-89   1.5e-85  286.4  31.0   252   432   307   488   304   492 0.98 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   3  12   6.6e-27   1.8e-23   80.6   0.1   426   526   522   640   517   645 0.87 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   4  12     0.024        68   -0.8   0.0   527   545   685   703   681   705 0.89 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   5  12     1e-09   2.9e-06   23.7   0.1   546   589   736   782   731   797 0.86 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   6  12   8.7e-33   2.4e-29  100.1   0.0   608   741   857  1034   810  1044 0.75 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   7  12   1.9e-33   5.2e-30  102.3   0.0   747   894  1132  1338  1124  1341 0.76 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   8  12     3e-25   8.3e-22   75.1   0.0   895   968  1370  1448  1366  1455 0.88 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7   9  12     1e-10   2.8e-07   27.0   0.0   967  1007  1556  1596  1549  1602 0.92 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7  10  12   2.6e-41   7.2e-38  128.4   7.8   994  1165  1622  1833  1615  1839 0.79 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113915.1-p1      -           2345 674at5820            -           1482         0 1889.0 111.7  11  12     4e-48   1.1e-44  150.9   0.6  1169  1268  1978  2077  1972  2082 0.96 | transcript=PVX_113915.1 | gene=PVX_113915 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1387862-1396118(+) | protein_length=2345 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
