#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   1  16  1.2e-181  6.6e-178  592.3  78.7     1   351     1   403     1   411 0.90 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   2  16     4e-18   2.2e-14   49.9   6.0   341   398   485   545   475   556 0.87 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   3  16     2e-49   1.1e-45  153.8   8.1   366   488   558   680   550   694 0.91 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   4  16   7.9e-48   4.4e-44  148.5  11.9   481   579   746   845   734   859 0.90 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   5  16   4.6e-70   2.5e-66  222.2  18.0   575   722   878  1027   873  1055 0.85 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   6  16   2.8e-41   1.6e-37  126.7  11.8   710   803  1264  1358  1254  1403 0.88 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   7  16   4.8e-40   2.6e-36  122.6   4.4   793   879  1412  1499  1394  1511 0.91 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   8  16  1.3e-128  7.1e-125  416.4  37.3   870  1146  1549  1863  1542  1875 0.89 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5   9  16   2.5e-19   1.4e-15   53.9   0.1  1145  1202  1983  2038  1974  2063 0.81 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  10  16  1.2e-124  6.9e-121  403.2  46.3  1190  1409  2146  2365  2140  2378 0.98 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001080.1-p1      -           3694 363at5820            -           2139         0 3283.5 412.5  11  16   6.5e-21   3.6e-17   59.2   0.1  1405  1446  2475  2516  2469  2532 0.94 | transcript=PVX_001080.1 | gene=PVX_001080 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:19187-30715(+) | protein_length=3694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
