#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_081340.1-p1      -            379 9007at5820           -            316  3.4e-181  599.8  24.7   1   2   2.1e-53   2.9e-50  169.6   8.3     1   100     1   112     1   116 0.94 | transcript=PVX_081340.1 | gene=PVX_081340 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:259166-261708(-) | protein_length=379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081340.1-p1      -            379 9007at5820           -            316  3.4e-181  599.8  24.7   2   2  1.7e-134  2.3e-131  436.1   8.5    99   316   159   377   157   377 0.99 | transcript=PVX_081340.1 | gene=PVX_081340 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:259166-261708(-) | protein_length=379 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123820.1-p1      -            306 9007at5820           -            316     0.003   15.2   0.4   1   3      0.14     2e+02   -0.7   0.0    56   103    40    86    25    97 0.57 | transcript=PVX_123820.1 | gene=PVX_123820 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:1821609-1822529(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123820.1-p1      -            306 9007at5820           -            316     0.003   15.2   0.4   2   3     0.022        30    2.0   0.0    55    77   126   148   112   183 0.85 | transcript=PVX_123820.1 | gene=PVX_123820 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:1821609-1822529(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123820.1-p1      -            306 9007at5820           -            316     0.003   15.2   0.4   3   3    0.0001      0.14    9.7   0.1    39    77   246   284   240   295 0.85 | transcript=PVX_123820.1 | gene=PVX_123820 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitochondrial carrier protein, putative | transcript_product=mitochondrial carrier protein, putative | location=Pv_Sal1_chr14:1821609-1822529(+) | protein_length=306 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_254300-t26_1-p1  -            353 9007at5820           -            316    0.0052   14.4   0.4   1   3      0.18   2.6e+02   -1.0   0.0    57   103    41    86    27    97 0.56 | transcript=PVX_254300-t26_1 | gene=PVX_254300 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001108:1-1062(-) | protein_length=353 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_254300-t26_1-p1  -            353 9007at5820           -            316    0.0052   14.4   0.4   2   3     0.027        37    1.7   0.0    55    77   126   148   112   181 0.85 | transcript=PVX_254300-t26_1 | gene=PVX_254300 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001108:1-1062(-) | protein_length=353 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_254300-t26_1-p1  -            353 9007at5820           -            316    0.0052   14.4   0.4   3   3   0.00012      0.17    9.4   0.1    39    77   246   284   240   296 0.84 | transcript=PVX_254300-t26_1 | gene=PVX_254300 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01001108:1-1062(-) | protein_length=353 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_089165.1-p1      -            318 9007at5820           -            316    0.0062   14.2   0.1   1   2     0.021        29    2.1   0.0    58    76    76    94    44   119 0.71 | transcript=PVX_089165.1 | gene=PVX_089165 | organism=Plasmodium_vivax_Sal-1 | gene_product=dicarboxylate/tricarboxylate carrier, putative | transcript_product=dicarboxylate/tricarboxylate carrier, putative | location=Pv_Sal1_chr05:356094-357050(-) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089165.1-p1      -            318 9007at5820           -            316    0.0062   14.2   0.1   2   2   0.00012      0.16    9.5   0.0    52    83   169   200   158   234 0.86 | transcript=PVX_089165.1 | gene=PVX_089165 | organism=Plasmodium_vivax_Sal-1 | gene_product=dicarboxylate/tricarboxylate carrier, putative | transcript_product=dicarboxylate/tricarboxylate carrier, putative | location=Pv_Sal1_chr05:356094-357050(-) | protein_length=318 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9007at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9007at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9007at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:33 2026
# [ok]
