#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   1  11    2e-113  1.1e-109  366.0  29.4     1   205     1   205     1   209 0.99 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   2  11   1.6e-33   8.8e-30  101.1   1.5   202   270   243   311   239   349 0.84 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   3  11     1e-88   5.6e-85  284.1  24.1   268   447   425   621   416   625 0.90 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   4  11   3.8e-28   2.1e-24   83.2   1.4   443   498   748   803   741   813 0.90 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   5  11   2.4e-54   1.3e-50  170.1   1.0   502   600   873   971   865   981 0.95 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   6  11   7.2e-59     4e-55  185.1   9.8   607   724  1111  1231  1101  1245 0.91 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   7  11    2e-121  1.1e-117  392.5  28.2   713   922  1392  1603  1372  1609 0.94 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   8  11   1.2e-19   6.5e-16   55.1   8.7   917   970  1710  1763  1706  1778 0.89 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9   9  11  4.3e-197  2.4e-193  643.5  60.0   970  1313  1818  2191  1815  2198 0.92 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9  10  11  1.7e-111  9.6e-108  359.6  22.0  1333  1540  2313  2533  2308  2541 0.94 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117850.1-p1      -           3063 249at5820            -           1994         0 3410.4 326.9  11  11    2e-252  1.1e-248  827.0  63.1  1536  1994  2570  3057  2567  3057 0.95 | transcript=PVX_117850.1 | gene=PVX_117850 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2188379-2198605(-) | protein_length=3063 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
