#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   1  16   4.3e-77   2.4e-73  245.4  18.1     8   154    71   220    65   245 0.92 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   2  16   2.7e-19   1.5e-15   53.6   2.2   154   221   908   976   893   986 0.85 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   3  16   1.1e-76   6.1e-73  244.0  16.9   216   359  1112  1265  1103  1310 0.89 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   4  16   7.4e-08   0.00041   15.7   0.1   393   441  1463  1529  1441  1531 0.77 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   5  16     3e-66   1.7e-62  209.4  31.0   441   608  1556  1758  1553  1760 0.86 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   6  16  6.1e-175  3.4e-171  570.0  56.9   589   983  1925  2388  1919  2405 0.89 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   7  16   2.7e-61   1.5e-57  193.0  13.6   978  1096  2494  2613  2477  2618 0.94 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   8  16  5.1e-108  2.8e-104  348.0  31.4  1096  1300  2703  2909  2700  2916 0.97 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6   9  16  5.1e-284  2.8e-280  931.9  84.9  1297  1800  3049  3585  3046  3597 0.94 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6  10  16   4.8e-66   2.7e-62  208.7  20.8  1796  1921  3649  3774  3634  3792 0.93 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122250.1-p1      -           5319 109at5820            -           2731         0 4117.9 473.6  11  16     7e-55   3.9e-51  171.7   9.0  1927  2078  3991  4168  3976  4181 0.82 | transcript=PVX_122250.1 | gene=PVX_122250 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:415476-431561(-) | protein_length=5319 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
