tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635627.1#0	0	6008	GCA_040114635.1#1#CM078886.1#0	0	6006	+	6000
GCA_900093555.2#1#LT635612.2#0	48105	127016	GCA_040114635.1#1#JBDKXN010000015.1#0	36931	111359	+	67830
GCA_900093555.2#1#LT635612.2#0	127953	557701	GCA_040114635.1#1#JBDKXN010000015.1#0	117002	542947	+	420778
GCA_900093555.2#1#LT635612.2#0	557756	563116	GCA_040114635.1#1#JBDKXN010000015.1#0	541949	547285	+	5524
GCA_900093555.2#1#LT635612.2#0	563207	577580	GCA_040114635.1#1#JBDKXN010000015.1#0	547376	566626	+	14028
GCA_900093555.2#1#LT635612.2#0	577887	583317	GCA_040114635.1#1#JBDKXN010000015.1#0	562148	567544	+	5557
GCA_900093555.2#1#LT635612.2#0	584189	999654	GCA_040114635.1#1#JBDKXN010000015.1#0	568419	963174	+	386967
GCA_900093555.2#1#LT635612.2#0	1025757	1027958	GCA_040114635.1#1#JBDKXN010000029.1#0	14063	16253	+	2027
GCA_900093555.2#1#LT635612.2#0	1045773	1046630	GCA_040114635.1#1#JBDKXN010000020.1#0	8365	14924	+	1396
GCA_900093555.2#1#LT635612.2#0	1046751	1054509	GCA_040114635.1#1#JBDKXN010000020.1#0	10345	18265	+	3634
GCA_900093555.2#1#LT635612.2#0	1071752	1076388	GCA_040114635.1#1#JBDKXN010000027.1#0	22823	26934	-	2829
GCA_900093555.2#1#LT635612.2#0	1091719	1092570	GCA_040114635.1#1#JBDKXN010000002.1#0	3315319	3319279	+	1589
GCA_900093555.2#1#LT635612.2#0	1092572	1094830	GCA_040114635.1#1#JBDKXN010000002.1#0	3316172	3319275	+	2735
GCA_900093555.2#1#LT635612.2#0	1094832	1095880	GCA_040114635.1#1#JBDKXN010000002.1#0	3318510	3319854	+	1453
GCA_900093555.2#1#LT635613.2#0	184	1711	GCA_040114635.1#1#JBDKXN010000005.1#0	2326807	2328336	-	1525
GCA_900093555.2#1#LT635613.2#0	5019	28191	GCA_040114635.1#1#JBDKXN010000005.1#0	2303852	2323577	-	15604
GCA_900093555.2#1#LT635613.2#0	30578	34649	GCA_040114635.1#1#JBDKXN010000005.1#0	2298713	2302722	-	4169
GCA_900093555.2#1#LT635613.2#0	36205	37275	GCA_040114635.1#1#JBDKXN010000005.1#0	2296089	2297157	-	1008
GCA_900093555.2#1#LT635613.2#0	38691	40058	GCA_040114635.1#1#JBDKXN010000014.1#0	167321	168686	+	1354
GCA_900093555.2#1#LT635613.2#0	40561	42439	GCA_040114635.1#1#JBDKXN010000014.1#0	169193	171071	+	1876
GCA_900093555.2#1#LT635613.2#0	39110	43483	GCA_040114635.1#1#JBDKXN010000005.1#0	2289922	2294292	-	4175
GCA_900093555.2#1#LT635613.2#0	42441	811549	GCA_040114635.1#1#JBDKXN010000014.1#0	171073	903730	+	711365
GCA_900093555.2#1#LT635613.2#0	818778	866346	GCA_040114635.1#1#JBDKXN010000014.1#0	911003	958756	+	42494
GCA_900093555.2#1#LT635613.2#0	945359	948409	GCA_040114635.1#1#JBDKXN010000002.1#0	67	1647	-	1521
GCA_900093555.2#1#LT635614.2#0	857	207687	GCA_040114635.1#1#JBDKXN010000013.1#0	137517	340995	+	187414
GCA_900093555.2#1#LT635614.2#0	215978	960537	GCA_040114635.1#1#JBDKXN010000013.1#0	349234	1088754	+	720759
GCA_900093555.2#1#LT635615.1#0	149056	223623	GCA_040114635.1#1#JBDKXN010000012.1#0	226504	303003	+	62220
GCA_900093555.2#1#LT635615.1#0	225919	238169	GCA_040114635.1#1#JBDKXN010000012.1#0	305273	317455	+	12099
GCA_900093555.2#1#LT635615.1#0	243778	1067911	GCA_040114635.1#1#JBDKXN010000012.1#0	322838	1135256	+	786047
GCA_900093555.2#1#LT635616.2#0	56887	67774	GCA_040114635.1#1#JBDKXN010000036.1#0	0	7946	-	6963
GCA_900093555.2#1#LT635616.2#0	106467	1140509	GCA_040114635.1#1#JBDKXN010000009.1#0	81960	1058962	+	952015
GCA_900093555.2#1#LT635616.2#0	1140509	1614297	GCA_040114635.1#1#JBDKXN010000009.1#0	1051889	1527113	+	456007
GCA_900093555.2#1#LT635617.2#0	4778	5920	GCA_040114635.1#1#JBDKXN010000011.1#0	43700	44842	+	1140
GCA_900093555.2#1#LT635617.2#0	6061	119328	GCA_040114635.1#1#JBDKXN010000011.1#0	44978	160003	+	99254
GCA_900093555.2#1#LT635617.2#0	119767	124632	GCA_040114635.1#1#JBDKXN010000011.1#0	157146	162026	+	4967
GCA_900093555.2#1#LT635617.2#0	126224	360062	GCA_040114635.1#1#JBDKXN010000011.1#0	163624	397013	+	226207
GCA_900093555.2#1#LT635617.2#0	361522	1091800	GCA_040114635.1#1#JBDKXN010000011.1#0	398462	1112264	+	699841
GCA_900093555.2#1#LT635617.2#0	1092071	1093618	GCA_040114635.1#1#JBDKXN010000002.1#0	44313	45858	-	1517
GCA_900093555.2#1#LT635617.2#0	1094037	1095206	GCA_040114635.1#1#JBDKXN010000002.1#0	39134	43900	-	1560
GCA_900093555.2#1#LT635617.2#0	1094018	1095834	GCA_040114635.1#1#JBDKXN010000113.1#0	12531	17306	-	2225
GCA_900093555.2#1#LT635617.2#0	1093730	1096484	GCA_040114635.1#1#JBDKXN010000011.1#0	1114194	1119269	+	3234
GCA_900093555.2#1#LT635617.2#0	1099262	1100418	GCA_040114635.1#1#JBDKXN010000011.1#0	1119693	1120816	+	1036
GCA_900093555.2#1#LT635617.2#0	1100144	1102723	GCA_040114635.1#1#JBDKXN010000002.1#0	34372	37864	-	2636
GCA_900093555.2#1#LT635617.2#0	1100220	1102723	GCA_040114635.1#1#JBDKXN010000112.1#0	43726	47158	-	2564
GCA_900093555.2#1#LT635617.2#0	1100420	1102727	GCA_040114635.1#1#JBDKXN010000011.1#0	1120816	1124032	+	2368
