tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635612.2#0	127953	515251	GCA_000002415.2#1#CM000442.1#0	3751	392349	+	383475
GCA_900093555.2#1#LT635612.2#0	515596	520133	GCA_000002415.2#1#CM000442.1#0	392742	398506	+	4609
GCA_900093555.2#1#LT635612.2#0	520518	557701	GCA_000002415.2#1#CM000442.1#0	397829	436065	+	38990
GCA_900093555.2#1#LT635612.2#0	557756	563116	GCA_000002415.2#1#CM000442.1#0	435067	440433	+	5584
GCA_900093555.2#1#LT635612.2#0	563207	577580	GCA_000002415.2#1#CM000442.1#0	440524	459821	+	14360
GCA_900093555.2#1#LT635612.2#0	577887	583317	GCA_000002415.2#1#CM000442.1#0	455302	460739	+	5599
GCA_900093555.2#1#LT635612.2#0	584189	999656	GCA_000002415.2#1#CM000442.1#0	461605	877560	+	402666
GCA_900093555.2#1#LT635612.2#0	1006698	1011101	GCA_000002415.2#1#CM000442.1#0	886056	888189	+	2000
GCA_900093555.2#1#LT635612.2#0	1088930	1096193	GCA_000002415.2#1#CM000444.2#0	998630	1010980	+	6642
GCA_900093555.2#1#LT635613.2#0	2037	28193	GCA_000002415.2#1#CM000443.1#0	0	27160	+	22474
GCA_900093555.2#1#LT635613.2#0	30596	34647	GCA_000002415.2#1#CM000443.1#0	28310	33396	+	4170
GCA_900093555.2#1#LT635613.2#0	36203	326592	GCA_000002415.2#1#CM000443.1#0	32978	330044	+	279843
GCA_900093555.2#1#LT635613.2#0	326592	807954	GCA_000002415.2#1#CM000443.1#0	324903	810376	+	474111
GCA_900093555.2#1#LT635613.2#0	939381	942650	GCA_000002415.2#1#CM000453.1#0	2869	5427	-	1423
GCA_900093555.2#1#LT635614.2#0	26479	64126	GCA_000002415.2#1#CM000444.2#0	1027797	1066146	-	35441
GCA_900093555.2#1#LT635614.2#0	111692	208468	GCA_000002415.2#1#CM000444.2#0	0	102032	+	95292
GCA_900093555.2#1#LT635614.2#0	210022	210951	GCA_000002415.2#1#CM000444.2#0	98142	102032	+	1162
GCA_900093555.2#1#LT635614.2#0	212486	214209	GCA_000002415.2#1#CM000444.2#0	98136	103797	+	1415
GCA_900093555.2#1#LT635614.2#0	215978	676546	GCA_000002415.2#1#CM000444.2#0	103797	565377	+	452864
GCA_900093555.2#1#LT635614.2#0	678976	960537	GCA_000002415.2#1#CM000444.2#0	573380	855877	+	276289
GCA_900093555.2#1#LT635615.1#0	165603	223121	GCA_000002415.2#1#CM000445.1#0	17195	75476	+	54266
GCA_900093555.2#1#LT635615.1#0	225919	238163	GCA_000002415.2#1#CM000445.1#0	86537	98760	+	12095
GCA_900093555.2#1#LT635615.1#0	243778	1067911	GCA_000002415.2#1#CM000445.1#0	104795	927991	+	798746
GCA_900093555.2#1#LT635616.2#0	108067	735983	GCA_000002415.2#1#CM000446.1#0	160	625332	+	608313
GCA_900093555.2#1#LT635616.2#0	736007	1140509	GCA_000002415.2#1#CM000446.1#0	625339	1019871	+	389430
GCA_900093555.2#1#LT635616.2#0	1140509	1593402	GCA_000002415.2#1#CM000446.1#0	1012864	1468846	+	444146
GCA_900093555.2#1#LT635616.2#0	1609540	1611084	GCA_000002415.2#1#DS480768.1#0	67	1608	+	1458
GCA_900093555.2#1#LT635617.2#0	10090	119328	GCA_000002415.2#1#CM000447.1#0	6	115811	+	104824
GCA_900093555.2#1#LT635617.2#0	119767	124632	GCA_000002415.2#1#CM000447.1#0	112862	117835	+	5104
GCA_900093555.2#1#LT635617.2#0	126224	360064	GCA_000002415.2#1#CM000447.1#0	119424	352563	+	228037
GCA_900093555.2#1#LT635617.2#0	364788	1092166	GCA_000002415.2#1#CM000447.1#0	377056	1104662	-	715049
GCA_900093555.2#1#LT635617.2#0	1094143	1096324	GCA_000002415.2#1#CM000447.1#0	370393	375079	-	2592
GCA_900093555.2#1#LT635617.2#0	1099084	1101064	GCA_000002415.2#1#CM000447.1#0	368160	370140	-	1978
GCA_900093555.2#1#LT635617.2#0	1101866	1103103	GCA_000002415.2#1#CM000447.1#0	363966	366106	-	1420
GCA_900093555.2#1#LT635617.2#0	1103258	1105078	GCA_000002415.2#1#CM000447.1#0	364137	365957	-	1899
GCA_900093555.2#1#LT635617.2#0	1114891	1117471	GCA_000002415.2#1#CM000455.1#0	3302536	3307518	+	2120
GCA_900093555.2#1#LT635618.2#0	481	3202	GCA_000002415.2#1#CM000449.1#0	11536	15417	+	1375
GCA_900093555.2#1#LT635618.2#0	14395	15454	GCA_000002415.2#1#CM000445.1#0	928156	929136	-	1348
GCA_900093555.2#1#LT635618.2#0	18761	21187	GCA_000002415.2#1#DS480761.1#0	349	2752	+	2173
GCA_900093555.2#1#LT635618.2#0	72832	190064	GCA_000002415.2#1#CM000448.1#0	2500	119835	+	120873
GCA_900093555.2#1#LT635618.2#0	190094	196597	GCA_000002415.2#1#CM000448.1#0	119865	130058	+	7333
GCA_900093555.2#1#LT635618.2#0	196618	909896	GCA_000002415.2#1#CM000448.1#0	126443	840788	+	709559
GCA_900093555.2#1#LT635618.2#0	910963	915472	GCA_000002415.2#1#CM000448.1#0	841859	850640	+	5163
GCA_900093555.2#1#LT635618.2#0	916295	1173003	GCA_000002415.2#1#CM000448.1#0	847140	1103494	+	252842
GCA_900093555.2#1#LT635618.2#0	1173577	1178155	GCA_000002415.2#1#CM000448.1#0	1104068	1108649	+	4543
GCA_900093555.2#1#LT635618.2#0	1178728	1211636	GCA_000002415.2#1#CM000448.1#0	1109222	1141911	+	32028
