tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635627.1#0	1783	6008	GCA_914969965.1#1#CAJZCX010000002.1#0	1780	6011	-	4206
GCA_900093555.2#1#LT635612.2#0	47996	515251	GCA_914969965.1#1#CAJZCX010000016.1#0	15129	483175	+	448662
GCA_900093555.2#1#LT635612.2#0	515596	520133	GCA_914969965.1#1#CAJZCX010000016.1#0	483543	489574	+	4544
GCA_900093555.2#1#LT635612.2#0	520518	557701	GCA_914969965.1#1#CAJZCX010000016.1#0	488982	527443	+	39380
GCA_900093555.2#1#LT635612.2#0	557756	563116	GCA_914969965.1#1#CAJZCX010000016.1#0	526445	531803	+	5606
GCA_900093555.2#1#LT635612.2#0	563207	577580	GCA_914969965.1#1#CAJZCX010000016.1#0	531894	551145	+	13878
GCA_900093555.2#1#LT635612.2#0	577887	583317	GCA_914969965.1#1#CAJZCX010000016.1#0	546653	552063	+	5582
GCA_900093555.2#1#LT635612.2#0	584189	984906	GCA_914969965.1#1#CAJZCX010000016.1#0	552940	952905	+	390579
GCA_900093555.2#1#LT635612.2#0	1006698	1011349	GCA_914969965.1#1#CAJZCX010000018.1#0	48378	52822	+	3980
GCA_900093555.2#1#LT635612.2#0	1066685	1076379	GCA_914969965.1#1#CAJZCX010000004.1#0	44747	54532	-	5405
GCA_900093555.2#1#LT635612.2#0	1091978	1092570	GCA_914969965.1#1#CAJZCX010000012.1#0	1471062	1474685	+	1094
GCA_900093555.2#1#LT635612.2#0	1092572	1093828	GCA_914969965.1#1#CAJZCX010000012.1#0	1471656	1474444	+	1506
GCA_900093555.2#1#LT635612.2#0	1093830	1094822	GCA_914969965.1#1#CAJZCX010000012.1#0	1472914	1474683	+	1374
GCA_900093555.2#1#LT635613.2#0	12999	14823	GCA_914969965.1#1#CAJZCX010000003.1#0	3963480	3965291	-	1811
GCA_900093555.2#1#LT635613.2#0	15166	16168	GCA_914969965.1#1#CAJZCX010000015.1#0	178039	179041	+	1002
GCA_900093555.2#1#LT635613.2#0	14104	16387	GCA_914969965.1#1#CAJZCX010000004.1#0	218223	220506	+	2283
GCA_900093555.2#1#LT635613.2#0	17032	18648	GCA_914969965.1#1#CAJZCX010000003.1#0	3959653	3961269	-	1616
GCA_900093555.2#1#LT635613.2#0	17032	18747	GCA_914969965.1#1#CAJZCX010000004.1#0	221147	222855	+	1702
GCA_900093555.2#1#LT635613.2#0	18881	22146	GCA_914969965.1#1#CAJZCX010000004.1#0	222991	226252	+	3082
GCA_900093555.2#1#LT635613.2#0	19349	22146	GCA_914969965.1#1#CAJZCX010000003.1#0	3956167	3958960	-	2614
GCA_900093555.2#1#LT635613.2#0	22250	23643	GCA_914969965.1#1#CAJZCX010000003.1#0	3954700	3956075	-	1123
GCA_900093555.2#1#LT635613.2#0	22250	23643	GCA_914969965.1#1#CAJZCX010000004.1#0	226344	227719	+	1123
GCA_900093555.2#1#LT635613.2#0	26063	27997	GCA_914969965.1#1#CAJZCX010000004.1#0	230209	232143	+	2192
GCA_900093555.2#1#LT635613.2#0	32718	33731	GCA_914969965.1#1#CAJZCX010000003.1#0	3943480	3945313	-	1214
GCA_900093555.2#1#LT635613.2#0	33733	34647	GCA_914969965.1#1#CAJZCX010000003.1#0	3943384	3944298	-	1137
GCA_900093555.2#1#LT635613.2#0	36714	37827	GCA_914969965.1#1#CAJZCX010000004.1#0	240902	242777	+	1181
GCA_900093555.2#1#LT635613.2#0	37907	39107	GCA_914969965.1#1#CAJZCX010000003.1#0	3938922	3940125	-	1325
GCA_900093555.2#1#LT635613.2#0	38922	40294	GCA_914969965.1#1#CAJZCX010000004.1#0	243098	244470	+	1363
GCA_900093555.2#1#LT635613.2#0	39966	40972	GCA_914969965.1#1#CAJZCX010000015.1#0	204345	205351	+	1006
GCA_900093555.2#1#LT635613.2#0	40357	41394	GCA_914969965.1#1#CAJZCX010000003.1#0	3936646	3937683	-	1037
GCA_900093555.2#1#LT635613.2#0	40357	41988	GCA_914969965.1#1#CAJZCX010000004.1#0	244521	246152	+	1631
GCA_900093555.2#1#LT635613.2#0	40974	42213	GCA_914969965.1#1#CAJZCX010000015.1#0	205353	206592	+	1239
GCA_900093555.2#1#LT635613.2#0	42047	43755	GCA_914969965.1#1#CAJZCX010000003.1#0	3934155	3935993	-	1722
GCA_900093555.2#1#LT635613.2#0	44393	850463	GCA_914969965.1#1#CAJZCX010000015.1#0	208772	1005157	+	771084
GCA_900093555.2#1#LT635613.2#0	936293	937346	GCA_914969965.1#1#CAJZCX010000017.1#0	252993	254046	-	1053
GCA_900093555.2#1#LT635613.2#0	940505	941367	GCA_914969965.1#1#CAJZCX010000012.1#0	1294260	1296344	+	1167
GCA_900093555.2#1#LT635613.2#0	948078	949398	GCA_914969965.1#1#CAJZCX010000013.1#0	89866	91468	-	1207
GCA_900093555.2#1#LT635613.2#0	949739	953786	GCA_914969965.1#1#CAJZCX010000013.1#0	85920	89967	-	4017
GCA_900093555.2#1#LT635614.2#0	5212	207687	GCA_914969965.1#1#CAJZCX010000014.1#0	126348	329158	+	189096
GCA_900093555.2#1#LT635614.2#0	215978	960537	GCA_914969965.1#1#CAJZCX010000014.1#0	337482	1082256	+	733203
GCA_900093555.2#1#LT635615.1#0	149056	223621	GCA_914969965.1#1#CAJZCX010000013.1#0	261587	341163	+	65492
GCA_900093555.2#1#LT635615.1#0	225919	238169	GCA_914969965.1#1#CAJZCX010000013.1#0	343440	355676	+	12156
GCA_900093555.2#1#LT635615.1#0	243778	1061640	GCA_914969965.1#1#CAJZCX010000013.1#0	361437	1178617	+	796746
