tName	tStart	tEnd	qName	qStart	qEnd	strand	score
GCA_900093555.2#1#LT635627.1#0	0	5050	GCA_949152365.1#1#CASCJQ010000016.1#0	923	5976	+	5042
GCA_900093555.2#1#LT635612.2#0	0	3655	GCA_949152365.1#1#CASCJQ010000026.1#0	38350	42424	-	1693
GCA_900093555.2#1#LT635612.2#0	4405	5512	GCA_949152365.1#1#CASCJQ010000026.1#0	36514	37621	-	1105
GCA_900093555.2#1#LT635612.2#0	7818	9849	GCA_949152365.1#1#CASCJQ010000026.1#0	32406	34355	-	1803
GCA_900093555.2#1#LT635612.2#0	7742	11593	GCA_949152365.1#1#CASCJQ010000002.1#0	112941	116702	+	3556
GCA_900093555.2#1#LT635612.2#0	10268	11611	GCA_949152365.1#1#CASCJQ010000026.1#0	30642	31987	-	1275
GCA_900093555.2#1#LT635612.2#0	12664	15629	GCA_949152365.1#1#CASCJQ010000002.1#0	117702	120668	+	2840
GCA_900093555.2#1#LT635612.2#0	12658	15882	GCA_949152365.1#1#CASCJQ010000026.1#0	26371	29596	-	3085
GCA_900093555.2#1#LT635612.2#0	16660	17715	GCA_949152365.1#1#CASCJQ010000002.1#0	121714	124974	+	1074
GCA_900093555.2#1#LT635612.2#0	18765	23131	GCA_949152365.1#1#CASCJQ010000002.1#0	123811	128177	+	4703
GCA_900093555.2#1#LT635612.2#0	23133	25482	GCA_949152365.1#1#CASCJQ010000002.1#0	128179	130528	+	2342
GCA_900093555.2#1#LT635612.2#0	24379	26318	GCA_949152365.1#1#CASCJQ010000026.1#0	16185	18124	-	1730
GCA_900093555.2#1#LT635612.2#0	25484	29293	GCA_949152365.1#1#CASCJQ010000002.1#0	130528	134345	+	3495
GCA_900093555.2#1#LT635612.2#0	26320	32238	GCA_949152365.1#1#CASCJQ010000026.1#0	10257	16183	-	5802
GCA_900093555.2#1#LT635612.2#0	33365	40030	GCA_949152365.1#1#CASCJQ010000026.1#0	2347	9145	-	3711
GCA_900093555.2#1#LT635612.2#0	54340	515251	GCA_949152365.1#1#CASCJQ010000001.1#0	441489	901031	+	442850
GCA_900093555.2#1#LT635612.2#0	515596	520133	GCA_949152365.1#1#CASCJQ010000001.1#0	901424	907597	+	4548
GCA_900093555.2#1#LT635612.2#0	520518	557701	GCA_949152365.1#1#CASCJQ010000001.1#0	906762	945348	+	39282
GCA_900093555.2#1#LT635612.2#0	557756	563116	GCA_949152365.1#1#CASCJQ010000001.1#0	944350	949716	+	5569
GCA_900093555.2#1#LT635612.2#0	563207	577580	GCA_949152365.1#1#CASCJQ010000001.1#0	949807	969098	+	14395
GCA_900093555.2#1#LT635612.2#0	577887	583317	GCA_949152365.1#1#CASCJQ010000001.1#0	964588	970016	+	5595
GCA_900093555.2#1#LT635612.2#0	584189	617588	GCA_949152365.1#1#CASCJQ010000001.1#0	970895	1006441	+	33414
GCA_900093555.2#1#LT635612.2#0	617588	999281	GCA_949152365.1#1#CASCJQ010000001.1#0	1000347	1386205	+	367335
GCA_900093555.2#1#LT635612.2#0	1010138	1011349	GCA_949152365.1#1#CASCJQ010000011.1#0	3048462	3049676	+	1261
