# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	PVP01_1121400.1-p1	12417.9	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Complete	PVP01_1022500.1-p1	6562.1	4477	https://v10-1.orthodb.org/?query=4at5820	Pseudouridine synthase, catalytic domain superfamily
17at5820	Complete	PVP01_1241000.1-p1	9054.8	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	PVP01_1211000.1-p1	7627.5	4571	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	PVP01_1262900.1-p1	6677.0	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	PVP01_0508200.1-p1	7726.2	4484	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	PVP01_0215600.1-p1	8510.5	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	PVP01_0703700.1-p1	10225.8	4869	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	PVP01_1404700.1-p1	6189.6	4711	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	PVP01_1270300.1-p1	6027.6	4049	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	PVP01_1315000.1-p1	6839.0	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	PVP01_0608300.1-p1	8495.6	4262	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	PVP01_1340300.1-p1	7749.6	4304	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	PVP01_0313800.1-p1	7355.2	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
