# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	CAI7721352.1	12417.5	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Complete	CAI7721022.1	6492.6	4477	https://v10-1.orthodb.org/?query=4at5820	Pseudouridine synthase, catalytic domain superfamily
17at5820	Complete	CAI7722224.1	9059.3	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	CAI7721922.1	7630.6	4572	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	CAI7722445.1	6681.9	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	CAI7718763.1	7727.1	4484	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	CAI7718003.1	8513.6	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	CAI7719492.1	10227.0	4869	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	CAI7723203.1	6187.0	4707	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	CAI7722516.1	6018.2	4050	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	CAI7722804.1	6837.3	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	CAI7719185.1	8492.3	4259	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	CAI7723046.1	7751.1	4296	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	CAI7718184.1	7356.4	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Complete	CAI7720512.1	8350.6	4215	https://v10-1.orthodb.org/?query=45at5820	Dynein heavy chain
48at5820	Complete	CAI7721895.1	7683.3	4150	https://v10-1.orthodb.org/?query=48at5820	Vacuolar protein sorting-associated protein 13, N-terminal domain
54at5820	Complete	CAI7721335.1	4185.8	3074	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Complete	CAI7720414.1	6193.2	3897	https://v10-1.orthodb.org/?query=56at5820	PowCR01_090014600
59at5820	Complete	CAI7723463.1	4923.4	3312	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	CAI7722666.1	7658.5	4298	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Complete	CAI7719210.1	4498.1	3381	https://v10-1.orthodb.org/?query=70at5820	Dynein heavy chain
71at5820	Complete	CAI7723740.1	6558.8	4310	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Complete	CAI7719171.1	4813.4	3231	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
74at5820	Complete	CAI7717984.1	4009.9	2829	https://v10-1.orthodb.org/?query=74at5820	Anaphase-promoting complex subunit 1
83at5820	Complete	CAI7718958.1	3751.9	2841	https://v10-1.orthodb.org/?query=83at5820	Immunoglobulin-like fold
86at5820	Complete	CAI7718952.1	3004.7	2796	https://v10-1.orthodb.org/?query=86at5820	PowCR01_050023700
90at5820	Complete	CAI7721541.1	5183.4	3261	https://v10-1.orthodb.org/?query=90at5820	PowCR01_110041800
92at5820	Complete	CAI7722725.1	4336.9	2846	https://v10-1.orthodb.org/?query=92at5820	Armadillo-type fold
99at5820	Complete	CAI7720117.1	4965.8	3542	https://v10-1.orthodb.org/?query=99at5820	DNA helicase Ino80
100at5820	Complete	CAI7720671.1	5130.3	2593	https://v10-1.orthodb.org/?query=100at5820	P-type ATPase, C-terminal
101at5820	Complete	CAI7721088.1	4628.5	3871	https://v10-1.orthodb.org/?query=101at5820	A0A077TKE7_PLACH
102at5820	Complete	CAI7719755.1	4739.2	2986	https://v10-1.orthodb.org/?query=102at5820	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
108at5820	Complete	CAI7717967.1	3172.4	2577	https://v10-1.orthodb.org/?query=108at5820	PowCR01_020013900
109at5820	Complete	CAI7723250.1	4119.5	2670	https://v10-1.orthodb.org/?query=109at5820	PowCR01_140011200
118at5820	Complete	CAI7720098.1	2922.0	2181	https://v10-1.orthodb.org/?query=118at5820	Oocyst capsule protein
121at5820	Complete	CAI7723676.1	5587.9	3542	https://v10-1.orthodb.org/?query=121at5820	Zinc finger, UBR-type
123at5820	Complete	CAI7717779.1	3674.2	2804	https://v10-1.orthodb.org/?query=123at5820	RAVE complex protein Rav1 C-terminal
126at5820	Complete	CAI7723218.1	4268.2	2553	https://v10-1.orthodb.org/?query=126at5820	Translational activator Gcn1
132at5820	Complete	CAI7722087.1	2477.9	2106	https://v10-1.orthodb.org/?query=132at5820	Cullin homology domain superfamily
137at5820	Complete	CAI7723573.1	2941.2	2355	https://v10-1.orthodb.org/?query=137at5820	A0A1K9YNA1_PLAVI
142at5820	Complete	CAI7722796.1	5359.1	2475	https://v10-1.orthodb.org/?query=142at5820	Glutamate synthase, alpha subunit, C-terminal
145at5820	Complete	CAI7718098.1	5196.2	2261	https://v10-1.orthodb.org/?query=145at5820	Pre-mRNA-processing-splicing factor 8
