#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   1   8   4.3e-13   1.3e-09   35.7   1.1     1    39    10    48    10    51 0.95 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   2   8     6e-54   1.8e-50  170.7  12.4    28   138    94   204    87   211 0.94 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   3   8   2.1e-34   6.5e-31  106.1   5.1   153   226   390   466   366   475 0.86 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   4   8   3.1e-10   9.5e-07   26.2   0.0   224   275   537   599   533   606 0.84 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   5   8   1.3e-21     4e-18   63.8   0.1   269   338   694   774   685   787 0.81 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   6   8   3.1e-92   9.4e-89  297.3  31.1   335   519   799   987   779   994 0.95 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   7   8   2.5e-41   7.6e-38  129.0  17.7   517   626  1110  1235  1105  1242 0.84 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479762.1         -           1500 4501at5820           -            749  2.8e-299  993.4 126.5   8   8     2e-61   6.1e-58  195.4  14.6   628   748  1366  1499  1363  1500 0.92 | transcript=PVW1_050018400_t1 | gene=PVW1_050018400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:590842-595480(+) | protein_length=1500 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483164.1         -             95 4501at5820           -            749    0.0048   13.9   3.7   1   1   1.7e-06    0.0051   13.9   3.7   388   456     3    73     1    91 0.74 | transcript=PVW1_030010400_t1 | gene=PVW1_030010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:277444-277970(-) | protein_length=95 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4501at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4501at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4501at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:01 2026
# [ok]
