#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   1   9     1e-48   6.2e-45  152.2   4.9     4   108    46   153    42   160 0.91 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   2   9   2.8e-21   1.7e-17   61.7   0.5   121   183   233   303   214   313 0.88 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   3   9     6e-23   3.7e-19   67.2   0.0   180   237   326   385   318   393 0.89 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   4   9    0.0051        31    1.4   0.3   234   255   404   425   400   446 0.78 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   5   9   3.5e-05      0.22    8.5   3.7   247   274   452   482   422   486 0.67 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   6   9   9.2e-11   5.6e-07   27.0   2.0   274   343   504   578   493   602 0.70 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   7   9   6.1e-09   3.7e-05   20.9   0.1   308   350   609   651   604   666 0.81 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   8   9   6.3e-22   3.9e-18   63.8  12.7   333   430   793   899   726   915 0.79 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476146.1         -           1289 2674at5820           -            536  1.5e-165  550.3  66.9   9   9   4.9e-56     3e-52  176.4   0.1   433   536  1121  1227  1112  1227 0.96 | transcript=PVW1_130041600_t1 | gene=PVW1_130041600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1608474-1614325(+) | protein_length=1289 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2674at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2674at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2674at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:15 2026
# [ok]
