#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476197.1         -            564 5555at5820           -            432  1.9e-233  773.3  54.6   1   2  5.3e-133  3.2e-130  433.1  23.7    11   221    57   268    53   274 0.98 | transcript=PVW1_130043700_t1 | gene=PVW1_130043700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1688099-1689793(-) | protein_length=564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476197.1         -            564 5555at5820           -            432  1.9e-233  773.3  54.6   2   2  1.3e-106  7.8e-104  346.1  23.0   219   432   331   559   327   559 0.95 | transcript=PVW1_130043700_t1 | gene=PVW1_130043700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1688099-1689793(-) | protein_length=564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479705.1         -            747 5555at5820           -            432     8e-18   62.7   4.6   1   2   1.3e-20     8e-18   62.7   4.6    19   267   248   499   230   511 0.80 | transcript=PVW1_050014900_t1 | gene=PVW1_050014900 | organism=Plasmodium_vivax_PvW1 | gene_product=Obg domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTB4] | transcript_product=Obg domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTB4] | location=CAJZCX010000010:472501-474744(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479705.1         -            747 5555at5820           -            432     8e-18   62.7   4.6   2   2      0.16        97   -0.1   0.1   268   318   580   634   573   696 0.76 | transcript=PVW1_050014900_t1 | gene=PVW1_050014900 | organism=Plasmodium_vivax_PvW1 | gene_product=Obg domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTB4] | transcript_product=Obg domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTB4] | location=CAJZCX010000010:472501-474744(+) | protein_length=747 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478042.1         -            713 5555at5820           -            432   4.2e-13   47.2   1.2   1   1   1.3e-15   7.6e-13   46.3   1.2   180   327   175   336   108   352 0.81 | transcript=PVW1_110042000_t1 | gene=PVW1_110042000 | organism=Plasmodium_vivax_PvW1 | gene_product=OBG-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFL2] | transcript_product=OBG-type G domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFL2] | location=CAJZCX010000008:1578912-1581053(-) | protein_length=713 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477670.1         -            367 5555at5820           -            432   2.1e-12   44.8   2.1   1   1   4.9e-15     3e-12   44.4   2.1   178   345    64   231    47   298 0.84 | transcript=PVW1_110018500_t1 | gene=PVW1_110018500 | organism=Plasmodium_vivax_PvW1 | gene_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF10] | transcript_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HF10] | location=CAJZCX010000008:590712-593838(+) | protein_length=367 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479880.1         -            636 5555at5820           -            432   6.1e-12   43.3   1.5   1   3      0.58   3.5e+02   -2.0   0.4   339   377   188   223   169   274 0.55 | transcript=PVW1_050026400_t1 | gene=PVW1_050026400 | organism=Plasmodium_vivax_PvW1 | gene_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | transcript_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | location=CAJZCX010000010:896002-897912(+) | protein_length=636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479880.1         -            636 5555at5820           -            432   6.1e-12   43.3   1.5   2   3      0.87   5.3e+02   -2.6   2.9   255   321   329   394   292   422 0.50 | transcript=PVW1_050026400_t1 | gene=PVW1_050026400 | organism=Plasmodium_vivax_PvW1 | gene_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | transcript_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | location=CAJZCX010000010:896002-897912(+) | protein_length=636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479880.1         -            636 5555at5820           -            432   6.1e-12   43.3   1.5   3   3     1e-14   6.1e-12   43.3   1.5   170   261   447   545   435   603 0.81 | transcript=PVW1_050026400_t1 | gene=PVW1_050026400 | organism=Plasmodium_vivax_PvW1 | gene_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | transcript_product=GTP-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN4] | location=CAJZCX010000010:896002-897912(+) | protein_length=636 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474825.1         -            365 5555at5820           -            432   9.6e-11   39.4   0.5   1   1   2.3e-13   1.4e-10   38.9   0.5   177   263    64   151    57   257 0.68 | transcript=PVW1_100033600_t1 | gene=PVW1_100033600 | organism=Plasmodium_vivax_PvW1 | gene_product=Ribosome-interacting GTPase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDY6] | transcript_product=Ribosome-interacting GTPase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDY6] | location=CAJZCX010000005:1333224-1334321(+) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478130.1         -            615 5555at5820           -            432   1.9e-08   31.8  10.4   1   3   1.4e-06   0.00082   16.6   3.2    22    66    94   140    82   207 0.83 | transcript=PVW1_110047100_t1 | gene=PVW1_110047100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1773645-1775607(+) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478130.1         -            615 5555at5820           -            432   1.9e-08   31.8  10.4   2   3   1.3e-05     0.008   13.3   0.1   127   209   339   414   320   436 0.74 | transcript=PVW1_110047100_t1 | gene=PVW1_110047100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1773645-1775607(+) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478130.1         -            615 5555at5820           -            432   1.9e-08   31.8  10.4   3   3    0.0072       4.4    4.3   0.0   245   306   507   570   500   598 0.80 | transcript=PVW1_110047100_t1 | gene=PVW1_110047100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1773645-1775607(+) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476693.1         -            709 5555at5820           -            432   4.9e-08   30.5   6.4   1   1   1.6e-10   9.9e-08   29.5   6.4   178   336   463   631   457   659 0.76 | transcript=PVW1_090018800_t1 | gene=PVW1_090018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:667317-669446(+) | protein_length=709 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475881.1         -            518 5555at5820           -            432   8.7e-05   19.8   1.4   1   2      0.36   2.2e+02   -1.3   0.1   269   301   241   273   213   300 0.74 | transcript=PVW1_130032500_t1 | gene=PVW1_130032500 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleolar GTP-binding protein 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIT8] | transcript_product=Nucleolar GTP-binding protein 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIT8] | location=CAJZCX010000006:1216905-1218461(+) | protein_length=518 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475881.1         -            518 5555at5820           -            432   8.7e-05   19.8   1.4   2   2   2.4e-07   0.00015   19.0   0.2   177   256   322   403   305   437 0.67 | transcript=PVW1_130032500_t1 | gene=PVW1_130032500 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleolar GTP-binding protein 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIT8] | transcript_product=Nucleolar GTP-binding protein 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIT8] | location=CAJZCX010000006:1216905-1218461(+) | protein_length=518 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
