#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476607.1         -           1093 3032at5820           -            718         0 1311.0  71.9   1   4  1.5e-104  1.3e-101  339.3  13.2     1   205    58   277    58   290 0.94 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 3032at5820           -            718         0 1311.0  71.9   2   4  4.3e-191  3.8e-188  625.4  31.0   205   514   385   697   377   701 0.99 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 3032at5820           -            718         0 1311.0  71.9   3   4   6.2e-11   5.4e-08   29.8   0.1   509   548   759   801   743   806 0.88 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476607.1         -           1093 3032at5820           -            718         0 1311.0  71.9   4   4  5.7e-102     5e-99  330.8   7.9   547   718   912  1089   900  1089 0.96 | transcript=PVW1_090012600_t1 | gene=PVW1_090012600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:405555-408836(-) | protein_length=1093 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 3032at5820           -            718   4.1e-54  182.3   3.0   1   2   7.6e-31   6.6e-28   95.7   0.2   219   500   814  1068   805  1077 0.79 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478711.1         -           1533 3032at5820           -            718   4.1e-54  182.3   3.0   2   2   1.1e-25   9.3e-23   78.6   0.3   572   706  1108  1246  1100  1252 0.82 | transcript=PVW1_080010500_t1 | gene=PVW1_080010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:289744-294345(-) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 3032at5820           -            718   6.6e-41  138.6   2.9   1   6      0.67   5.8e+02   -3.3   4.4    41    85    69   114    35   133 0.73 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 3032at5820           -            718   6.6e-41  138.6   2.9   2   6      0.34   2.9e+02   -2.4   5.2   454   555   911  1014   836  1060 0.72 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 3032at5820           -            718   6.6e-41  138.6   2.9   3   6      0.28   2.4e+02   -2.1   0.7   521   591  1332  1406  1293  1414 0.67 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 3032at5820           -            718   6.6e-41  138.6   2.9   4   6   3.2e-11   2.8e-08   30.8   0.0   218   298  1820  1900  1808  1915 0.85 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484610.1         -           2329 3032at5820           -            718   6.6e-41  138.6   2.9   5   6   1.2e-21   1.1e-18   65.2   0.6   355   505  1919  2063  1911  2071 0.88 | transcript=PVW1_010007800_t1 | gene=PVW1_010007800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:140174-147163(+) | protein_length=2329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
