#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   1  20   2.3e-89   1.4e-85  285.8   7.9     2   170     6   176     5   180 0.97 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   2  20   5.7e-82   3.4e-78  261.3   1.1   164   376   209   444   203   450 0.91 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   3  20   9.7e-58   5.9e-54  180.8   0.3   375   488   514   627   510   631 0.98 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   4  20   4.6e-37   2.8e-33  112.3  19.3   488   591   662   792   658   799 0.83 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   5  20   4.3e-09   2.6e-05   19.5   0.1   589   644   825   894   815   907 0.78 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   6  20  4.3e-143  2.6e-139  464.0   1.1   639  1034   957  1422   954  1431 0.88 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   7  20   2.3e-60   1.4e-56  189.6   0.1  1028  1186  1505  1695  1497  1699 0.86 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   8  20   1.1e-39   6.7e-36  120.9   0.1  1186  1295  1749  1876  1743  1897 0.86 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8   9  20     5e-66     3e-62  208.4   2.3  1304  1440  1930  2076  1924  2087 0.92 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8  10  20   9.2e-09   5.6e-05   18.4   1.0  1434  1466  2138  2172  2132  2174 0.81 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479947.1         -           4480 83at5820             -           2879         0 3756.3 206.8  11  20   5.9e-16   3.6e-12   42.2   0.3  1465  1500  2221  2256  2218  2263 0.94 | transcript=PVW1_050032600_t1 | gene=PVW1_050032600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1149957-1164508(+) | protein_length=4480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
