#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478217.1         -           1828 592at5820            -           1360         0 2633.7 101.4   1   5         0         0 2165.8  58.8     1  1053     1  1126     1  1130 0.95 | transcript=PVW1_110051000_t1 | gene=PVW1_110051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1947650-1956460(+) | protein_length=1828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478217.1         -           1828 592at5820            -           1360         0 2633.7 101.4   2   5   1.5e-53   4.6e-50  168.7   8.8  1051  1157  1155  1268  1145  1273 0.93 | transcript=PVW1_110051000_t1 | gene=PVW1_110051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1947650-1956460(+) | protein_length=1828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478217.1         -           1828 592at5820            -           1360         0 2633.7 101.4   3   5     7e-08   0.00021   17.4   5.7  1166  1204  1349  1392  1339  1434 0.84 | transcript=PVW1_110051000_t1 | gene=PVW1_110051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1947650-1956460(+) | protein_length=1828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478217.1         -           1828 592at5820            -           1360         0 2633.7 101.4   4   5     0.028        85   -1.1   0.0  1191  1223  1427  1457  1405  1461 0.60 | transcript=PVW1_110051000_t1 | gene=PVW1_110051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1947650-1956460(+) | protein_length=1828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478217.1         -           1828 592at5820            -           1360         0 2633.7 101.4   5   5   1.9e-91   5.9e-88  294.3   4.0  1228  1360  1694  1826  1676  1826 0.96 | transcript=PVW1_110051000_t1 | gene=PVW1_110051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1947650-1956460(+) | protein_length=1828 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   1   6    0.0056        17    1.2   3.9   185   281   159   253    64   270 0.65 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   2   6      0.22   6.8e+02   -4.1   5.2  1090  1150   298   361   278   392 0.72 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   3   6   5.8e-18   1.8e-14   50.8  11.9   428   806   567   938   497   978 0.73 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   4   6   1.8e-10   5.6e-07   26.0   1.4   928  1033   988  1096   983  1106 0.91 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   5   6    0.0012       3.7    3.4   0.0  1269  1353  1124  1205  1112  1213 0.65 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472511.1         -           1843 592at5820            -           1360     1e-17   61.5  20.6   6   6         2   6.1e+03  -25.2  31.7    13   115  1521  1623  1451  1665 0.70 | transcript=PVW1_140067500_t1 | gene=PVW1_140067500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2696456-2702713(-) | protein_length=1843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/592at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
