#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483452.1         -            854 3221at5820           -            511  1.7e-286  949.4  34.3   1   5  2.2e-109  1.7e-106  355.6   1.6     1   164     1   169     1   173 0.97 | transcript=PVW1_030022200_t1 | gene=PVW1_030022200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:778907-781471(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483452.1         -            854 3221at5820           -            511  1.7e-286  949.4  34.3   2   5     2e-07   0.00015   19.2   0.1   164   190   332   367   325   372 0.78 | transcript=PVW1_030022200_t1 | gene=PVW1_030022200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:778907-781471(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483452.1         -            854 3221at5820           -            511  1.7e-286  949.4  34.3   3   5   3.3e-81   2.5e-78  262.6   4.8   190   338   390   552   383   557 0.93 | transcript=PVW1_030022200_t1 | gene=PVW1_030022200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:778907-781471(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483452.1         -            854 3221at5820           -            511  1.7e-286  949.4  34.3   4   5   2.7e-23     2e-20   71.6   0.3   334   390   601   659   593   664 0.89 | transcript=PVW1_030022200_t1 | gene=PVW1_030022200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:778907-781471(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483452.1         -            854 3221at5820           -            511  1.7e-286  949.4  34.3   5   5   8.7e-80   6.6e-77  257.9   2.8   385   511   725   851   716   851 0.98 | transcript=PVW1_030022200_t1 | gene=PVW1_030022200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:778907-781471(+) | protein_length=854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476183.1         -            376 3221at5820           -            511   1.3e-22   78.8   0.1   1   3   6.8e-06    0.0052   14.2   0.0    11   146     7   142     3   152 0.75 | transcript=PVW1_130042800_t1 | gene=PVW1_130042800 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | location=CAJZCX010000006:1651760-1653040(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476183.1         -            376 3221at5820           -            511   1.3e-22   78.8   0.1   2   3   4.1e-07   0.00031   18.2   0.1   248   330   154   238   146   243 0.75 | transcript=PVW1_130042800_t1 | gene=PVW1_130042800 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | location=CAJZCX010000006:1651760-1653040(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476183.1         -            376 3221at5820           -            511   1.3e-22   78.8   0.1   3   3     1e-14   7.9e-12   43.2   0.0   390   510   247   366   240   367 0.94 | transcript=PVW1_130042800_t1 | gene=PVW1_130042800 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | transcript_product=Actin II [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIX5] | location=CAJZCX010000006:1651760-1653040(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484136.1         -            379 3221at5820           -            511   1.3e-22   78.8   0.7   1   3   6.7e-05     0.051   10.9   0.0    12   148    14   149     9   160 0.71 | transcript=PVW1_020018500_t1 | gene=PVW1_020018500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | transcript_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | location=CAJZCX010000015:593144-595815(+) | protein_length=379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484136.1         -            379 3221at5820           -            511   1.3e-22   78.8   0.7   2   3   9.3e-07    0.0007   17.0   0.2   258   326   169   239   152   243 0.75 | transcript=PVW1_020018500_t1 | gene=PVW1_020018500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | transcript_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | location=CAJZCX010000015:593144-595815(+) | protein_length=379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484136.1         -            379 3221at5820           -            511   1.3e-22   78.8   0.7   3   3   5.1e-16   3.9e-13   47.6   0.0   394   504   254   363   249   372 0.88 | transcript=PVW1_020018500_t1 | gene=PVW1_020018500 | organism=Plasmodium_vivax_PvW1 | gene_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | transcript_product=Actin-related protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRF7] | location=CAJZCX010000015:593144-595815(+) | protein_length=379 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
