#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   1  27  8.5e-193  5.2e-189  628.8  50.0     1   322     1   325     1   334 0.98 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   2  27   9.4e-71   5.7e-67  223.9   5.5   313   446   423   559   418   569 0.94 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   3  27   8.2e-35     5e-31  104.6   0.1   446   548   635   764   629   774 0.74 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   4  27   1.1e-72   6.6e-69  230.3  15.9   550   686   838   980   828   987 0.95 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   5  27   3.7e-08   0.00022   16.2   0.6   683   727  1099  1143  1095  1152 0.88 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   6  27     5e-50     3e-46  155.1   3.6   719   861  1231  1384  1192  1404 0.86 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   7  27   3.1e-37   1.9e-33  112.7   0.5   862   972  1579  1706  1568  1711 0.85 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   8  27   7.6e-08   0.00046   15.1   2.0   968  1010  1790  1832  1771  1845 0.78 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1   9  27  7.1e-165  4.3e-161  536.2  34.8  1013  1399  2039  2501  2029  2515 0.86 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1  10  27     3e-13   1.8e-09   33.1   0.0  1392  1423  2597  2628  2591  2635 0.88 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481381.1         -           5871 72at5820             -           3250         0 4809.2 487.1  11  27   4.1e-91   2.5e-87  291.4  15.5  1424  1573  2663  2812  2654  2819 0.97 | transcript=PVW1_060013200_t1 | gene=PVW1_060013200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:337671-355847(-) | protein_length=5871 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
