#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479094.1         -           1727 555at5820            -           1342         0 2683.3  68.3   1   5  4.9e-156    5e-153  509.9   8.9     1   252    10   270    10   275 0.97 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 555at5820            -           1342         0 2683.3  68.3   2   5  1.9e-132  1.9e-129  431.8   9.9   251   452   340   546   332   551 0.97 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 555at5820            -           1342         0 2683.3  68.3   3   5   2.2e-34   2.3e-31  106.8   0.2   462   522   646   706   625   713 0.89 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 555at5820            -           1342         0 2683.3  68.3   4   5   1.2e-52   1.2e-49  167.4   0.1   523   615   762   855   757   860 0.96 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 555at5820            -           1342         0 2683.3  68.3   5   5         0         0 1485.6  23.7   625  1342   940  1724   910  1724 0.93 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   1   7   1.2e-24   1.2e-21   74.6   0.4    42   142    24   124    10   142 0.90 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   2   7   1.7e-13   1.7e-10   37.6   0.2   143   238   190   289   169   301 0.88 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   3   7   1.4e-18   1.4e-15   54.5   4.8   255   390   361   502   350   509 0.80 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   4   7     6e-09   6.1e-06   22.6   0.0   395   456   616   675   602   714 0.86 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   5   7     0.011        11    1.8   0.0   537   571   730   764   718   776 0.86 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472261.1         -           1519 555at5820            -           1342  9.5e-111  369.8  55.8   6   7   6.9e-62     7e-59  198.0  14.3   650  1084   889  1307   882  1319 0.82 | transcript=PVW1_140044200_t1 | gene=PVW1_140044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1671300-1677384(-) | protein_length=1519 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
