#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   1   6   1.6e-64   4.8e-61  205.4   0.2     1   105     1   106     1   120 0.92 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   2   6   2.2e-88   6.6e-85  284.3   9.3    98   234   159   297   146   311 0.95 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   3   6   2.7e-48   8.2e-45  151.6   3.8   232   315   334   418   316   420 0.96 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   4   6  2.1e-152  6.5e-149  496.3   7.4   312   560   477   726   472   732 0.98 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   5   6  1.2e-224  3.7e-221  735.5  17.7   556   908   772  1149   764  1154 0.96 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477876.1         -           1368 1286at5820           -           1049         0 2109.1  89.1   6   6     3e-82   9.2e-79  264.0  14.1   906  1049  1218  1364  1212  1364 0.96 | transcript=PVW1_110032300_t1 | gene=PVW1_110032300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1209689-1213795(-) | protein_length=1368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1286at5820           -           1049     0.001   15.6   7.1   1   4   3.1e-05     0.095    9.0   0.1    38    94   158   213   149   231 0.86 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1286at5820           -           1049     0.001   15.6   7.1   2   4      0.21   6.4e+02   -3.6   0.2   621   651   751   781   746   785 0.86 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1286at5820           -           1049     0.001   15.6   7.1   3   4   2.2e-05     0.066    9.6   0.0   691   725   918   952   902   986 0.83 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1286at5820           -           1049     0.001   15.6   7.1   4   4     0.062   1.9e+02   -1.9   0.1   840   860  1158  1178  1149  1185 0.84 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1286at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1286at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:07 2026
# [ok]
