#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479714.1         -            628 7587at5820           -            324    1e-135  450.7  61.9   1   5   6.7e-96   8.2e-93  309.7  36.6     2   155    57   210    56   231 0.95 | transcript=PVW1_050015700_t1 | gene=PVW1_050015700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:496125-498011(+) | protein_length=628 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479714.1         -            628 7587at5820           -            324    1e-135  450.7  61.9   2   5   2.9e-06    0.0035   15.2   0.1   153   172   247   266   243   270 0.91 | transcript=PVW1_050015700_t1 | gene=PVW1_050015700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:496125-498011(+) | protein_length=628 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479714.1         -            628 7587at5820           -            324    1e-135  450.7  61.9   3   5   6.3e-05     0.076   10.8   0.2   176   195   310   329   299   346 0.83 | transcript=PVW1_050015700_t1 | gene=PVW1_050015700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:496125-498011(+) | protein_length=628 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479714.1         -            628 7587at5820           -            324    1e-135  450.7  61.9   4   5   6.2e-07   0.00076   17.4   0.1   187   224   391   432   374   450 0.75 | transcript=PVW1_050015700_t1 | gene=PVW1_050015700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:496125-498011(+) | protein_length=628 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479714.1         -            628 7587at5820           -            324    1e-135  450.7  61.9   5   5   2.9e-35   3.5e-32  110.5   4.5   208   324   481   626   463   626 0.73 | transcript=PVW1_050015700_t1 | gene=PVW1_050015700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:496125-498011(+) | protein_length=628 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474810.1         -            301 7587at5820           -            324   2.9e-29  100.9  31.7   1   1   3.2e-32   3.8e-29  100.5  31.7    11   185    31   206    21   253 0.85 | transcript=PVW1_100032100_t1 | gene=PVW1_100032100 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1g, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYH1] | transcript_product=Inner membrane complex protein 1g, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYH1] | location=CAJZCX010000005:1266349-1267254(-) | protein_length=301 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479328.1         -            530 7587at5820           -            324   8.3e-15   53.4  35.6   1   3   6.8e-18   8.3e-15   53.4  35.6    17   129    89   201    84   203 0.96 | transcript=PVW1_080041800_t1 | gene=PVW1_080041800 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | transcript_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | location=CAJZCX010000009:1578443-1580035(-) | protein_length=530 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479328.1         -            530 7587at5820           -            324   8.3e-15   53.4  35.6   2   3      0.11   1.3e+02    0.2  14.3    74   113   194   235   188   247 0.44 | transcript=PVW1_080041800_t1 | gene=PVW1_080041800 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | transcript_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | location=CAJZCX010000009:1578443-1580035(-) | protein_length=530 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479328.1         -            530 7587at5820           -            324   8.3e-15   53.4  35.6   3   3    0.0074         9    4.0  17.3    21   118   247   338   241   487 0.87 | transcript=PVW1_080041800_t1 | gene=PVW1_080041800 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | transcript_product=Inner membrane complex protein 1e, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZVF2] | location=CAJZCX010000009:1578443-1580035(-) | protein_length=530 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478649.1         -            286 7587at5820           -            324   4.2e-05   21.5  31.8   1   2   3.4e-08   4.2e-05   21.5  31.8    13    96    51   136    41   154 0.90 | transcript=PVW1_080008700_t1 | gene=PVW1_080008700 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1c, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ5] | transcript_product=Inner membrane complex protein 1c, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ5] | location=CAJZCX010000009:217882-218742(+) | protein_length=286 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478649.1         -            286 7587at5820           -            324   4.2e-05   21.5  31.8   2   2         5   6.1e+03   -6.3  12.0   185   281   166   225   136   254 0.40 | transcript=PVW1_080008700_t1 | gene=PVW1_080008700 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1c, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ5] | transcript_product=Inner membrane complex protein 1c, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ5] | location=CAJZCX010000009:217882-218742(+) | protein_length=286 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481648.1         -            371 7587at5820           -            324      0.64    7.8  21.6   1   2   2.5e-05      0.03   12.1  12.6    74   132    44   106    34   109 0.85 | transcript=PVW1_060020400_t1 | gene=PVW1_060020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1m, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W2] | transcript_product=Inner membrane complex protein 1m, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W2] | location=CAJZCX010000012:655804-657059(-) | protein_length=371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481648.1         -            371 7587at5820           -            324      0.64    7.8  21.6   2   2      0.41   4.9e+02   -1.7  10.2    22    55    78   119    72   137 0.65 | transcript=PVW1_060020400_t1 | gene=PVW1_060020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Inner membrane complex protein 1m, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W2] | transcript_product=Inner membrane complex protein 1m, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9W2] | location=CAJZCX010000012:655804-657059(-) | protein_length=371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7587at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7587at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7587at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:48:13 2026
# [ok]
