#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   1   5    6e-183    1e-180  601.3  20.5     2   392     2   487     1   501 0.88 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   2   5   9.7e-54   1.6e-51  172.7  15.9   393   703   534   948   527   967 0.69 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   3   5  4.6e-186  7.8e-184  611.7   0.0   700  1401   992  1973   983  1977 0.73 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   4   5   2.5e-87   4.2e-85  284.1   0.0  1397  1578  2004  2294  2001  2300 0.96 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479282.1         -           3783 240at5820            -           2846         0 3736.0  89.6   5   5         0         0 2082.2  21.9  1586  2844  2384  3781  2370  3783 0.90 | transcript=PVW1_080038000_t1 | gene=PVW1_080038000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1435627-1447203(+) | protein_length=3783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475894.1         -            992 240at5820            -           2846   6.1e-08   28.1  28.0   1   2         4   6.8e+02   -5.2   3.2  1184  2142   404   446   379   470 0.39 | transcript=PVW1_130032900_t1 | gene=PVW1_130032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1226130-1229108(-) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475894.1         -            992 240at5820            -           2846   6.1e-08   28.1  28.0   2   2   3.6e-10   6.1e-08   28.1  28.0  1050  1310   487   767   479   805 0.39 | transcript=PVW1_130032900_t1 | gene=PVW1_130032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1226130-1229108(-) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472151.1         -            316 240at5820            -           2846   0.00012   17.2  58.6   1   1   7.9e-07   0.00013   17.0  58.6  1192  1347   100   256    56   277 0.37 | transcript=PVW1_140033300_t1 | gene=PVW1_140033300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1213167-1214612(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475452.1         -            347 240at5820            -           2846   0.00013   17.1  32.2   1   1     9e-07   0.00015   16.8  32.2  1180  1397    58   264    38   320 0.54 | transcript=PVW1_130013300_t1 | gene=PVW1_130013300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:382295-383488(+) | protein_length=347 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 240at5820            -           2846   0.00013   17.0  40.7   1   3      0.34        58   -1.7   8.5  1158  1318   104   166    15   195 0.46 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 240at5820            -           2846   0.00013   17.0  40.7   2   3    0.0029      0.49    5.2  23.9  1157  1295   349   477   250   491 0.36 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
