#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   1  26   1.8e-86   1.1e-82  276.3  30.5     1   195     1   224     1   231 0.88 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   2  26     5e-95   3.1e-91  304.7  37.1   204   438   306   576   293   579 0.86 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   3  26   2.4e-75   1.4e-71  239.4  29.2   437   591   603   781   601   794 0.90 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   4  26   3.7e-79   2.3e-75  252.0  11.1   587   740   917  1070   911  1077 0.97 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   5  26   2.2e-89   1.3e-85  286.0  21.4   742   936  1103  1336  1090  1342 0.80 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   6  26  9.2e-125  5.6e-121  403.4  35.5   919  1170  1383  1647  1375  1657 0.94 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   7  26   7.1e-38   4.3e-34  115.0   0.2  1180  1250  1701  1771  1685  1792 0.93 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   8  26     3e-49   1.8e-45  152.8  14.3  1244  1351  1822  1927  1815  1946 0.85 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0   9  26   5.9e-06     0.036    9.1   0.0  1349  1375  1953  1979  1950  1988 0.88 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0  10  26   1.2e-37   7.6e-34  114.2  12.2  1375  1474  2021  2125  2015  2132 0.93 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472189.1         -           5329 59at5820             -           3393         0 4921.5 540.0  11  26   5.1e-45   3.1e-41  138.7   1.9  1474  1567  2153  2248  2148  2266 0.93 | transcript=PVW1_140036900_t1 | gene=PVW1_140036900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1389634-1405623(+) | protein_length=5329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
