#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   1   9     7e-88   4.2e-84  281.6  24.7     2   153    10   165     9   178 0.95 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   2   9   3.6e-32   2.2e-28   97.1   4.8   148   207   224   283   216   302 0.88 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   3   9  1.1e-229  6.4e-226  751.2  59.1   209   594   423   826   416   832 0.96 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   4   9   1.2e-75   7.3e-72  241.1  19.5   593   749   884  1049   860  1055 0.93 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   5   9   5.9e-17   3.6e-13   46.7   0.0   752   798  1108  1155  1084  1169 0.78 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   6   9   1.2e-85   7.3e-82  274.2  10.5   802   957  1220  1378  1204  1385 0.95 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   7   9   8.9e-22   5.4e-18   62.7   0.2   957  1001  1419  1466  1410  1488 0.82 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   8   9   0.00014      0.88    5.7   0.0  1006  1031  1542  1576  1527  1582 0.76 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473845.1         -           1820 1374at5820           -           1085         0 1788.8 171.4   9   9   4.1e-22   2.5e-18   63.8   3.1  1035  1085  1770  1820  1736  1820 0.87 | transcript=PVW1_120071400_t1 | gene=PVW1_120071400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2791497-2797125(+) | protein_length=1820 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1374at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1374at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:16 2026
# [ok]
