#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   1  15   1.6e-22     1e-18   65.0   0.6     3    41    46    84    44    87 0.93 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   2  15     0.035   2.1e+02   -2.4   0.0    37    56   112   131   102   137 0.73 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   3  15  2.7e-113  1.6e-109  365.6  23.6    60   315   255   516   240   524 0.93 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   4  15   9.1e-33   5.5e-29   98.9   8.1   314   396   545   629   542   634 0.92 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   5  15   4.5e-41   2.7e-37  126.4   0.4   396   474   661   739   656   753 0.92 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   6  15   1.8e-13   1.1e-09   35.0   0.8   482   528   838   885   831   892 0.92 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   7  15   1.1e-31   6.7e-28   95.3   8.0   507   601   900  1002   886  1007 0.84 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   8  15   1.4e-09   8.4e-06   22.2   0.2   617   659  1145  1186  1119  1196 0.71 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0   9  15   1.3e-24   7.9e-21   71.9   2.8   657   726  1277  1365  1222  1367 0.84 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0  10  15   6.3e-16   3.8e-12   43.2   0.1   726   764  1444  1482  1441  1486 0.92 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473462.1         -           2247 684at5820            -           1068         0 1080.4 106.0  11  15     9e-13   5.5e-09   32.7   0.3   761   814  1508  1562  1498  1572 0.88 | transcript=PVW1_120043200_t1 | gene=PVW1_120043200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1609122-1616180(+) | protein_length=2247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
