#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   1   8   3.4e-31     1e-27   95.1   7.8     1    78     1    79     1   145 0.80 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   2   8      0.11   3.4e+02   -2.5  10.9    67   128   215   279   197   326 0.54 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   3   8   2.7e-09   8.2e-06   22.6  20.5   112   186   373   465   337   565 0.55 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   4   8   6.9e-11   2.1e-07   27.9   0.3   182   217   598   633   591   668 0.84 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   5   8   2.4e-09   7.2e-06   22.8  17.7   154   260   789   890   724   917 0.73 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   6   8     0.026        79   -0.5   1.1   260   300   993  1033   974  1048 0.78 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   7   8   4.5e-22   1.4e-18   64.9  24.5   292   387  1167  1280  1056  1290 0.69 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 1418at5820           -            872         0 1181.5 182.4   8   8  1.4e-300  4.1e-297  986.4  47.5   374   872  1416  1928  1365  1928 0.91 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477717.1         -            671 1418at5820           -            872   1.8e-13   48.0   0.5   1   2   6.1e-17   1.8e-13   48.0   0.5   407   545   362   506   348   522 0.84 | transcript=PVW1_110022500_t1 | gene=PVW1_110022500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:755687-757702(+) | protein_length=671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477717.1         -            671 1418at5820           -            872   1.8e-13   48.0   0.5   2   2     0.019        56    0.0   2.8   286   358   594   664   586   670 0.68 | transcript=PVW1_110022500_t1 | gene=PVW1_110022500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:755687-757702(+) | protein_length=671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1418at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1418at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1418at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:45 2026
# [ok]
