#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   1  15   5.4e-11   3.3e-07   26.9   0.0     1    50     1    63     1    72 0.77 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   2  15   8.5e-86   5.1e-82  274.6   7.8    44   237   125   338   111   342 0.85 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   3  15   2.1e-23   1.3e-19   68.0   0.0   232   293   396   464   392   468 0.86 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   4  15   5.4e-05      0.33    7.1   0.0   296   328   506   539   500   545 0.86 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   5  15   5.1e-22   3.1e-18   63.4   0.0   321   393   556   630   547   636 0.88 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   6  15   2.4e-06     0.015   11.5   0.0   388   409   660   681   653   682 0.91 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   7  15   1.3e-05     0.078    9.1   0.0   430   450   812   832   804   839 0.86 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   8  15     4e-16   2.4e-12   43.9   0.0   434   494   853   916   836   921 0.85 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4   9  15   2.6e-33   1.6e-29  100.8   1.6   493   573   944  1031   940  1039 0.89 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4  10  15     1e-17   6.3e-14   49.2   0.0   571   658  1070  1185  1067  1194 0.78 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473567.1         -           1948 821at5820            -           1086         0 1129.3  80.4  11  15   1.1e-40   6.4e-37  125.3   7.4   636   734  1220  1320  1195  1327 0.92 | transcript=PVW1_120049600_t1 | gene=PVW1_120049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1856270-1862394(+) | protein_length=1948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
