#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481290.1         -            779 5844at5820           -            412  1.2e-179  596.0  12.9   1   4   2.3e-39   4.7e-36  123.0   0.0     2    85   156   242   155   247 0.94 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 5844at5820           -            412  1.2e-179  596.0  12.9   2   4     6e-61   1.2e-57  194.1   0.3    84   209   278   410   275   413 0.94 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 5844at5820           -            412  1.2e-179  596.0  12.9   3   4   7.7e-87   1.6e-83  279.4   1.4   218   390   476   650   469   652 0.97 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481290.1         -            779 5844at5820           -            412  1.2e-179  596.0  12.9   4   4    0.0013       2.6    5.3   0.0   389   411   685   708   683   709 0.84 | transcript=PVW1_060010400_t1 | gene=PVW1_060010400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:219470-221809(-) | protein_length=779 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481258.1         -            946 5844at5820           -            412     0.044   11.1   1.2   1   2       0.1     2e+02   -1.0   0.1   116   145   204   233   198   245 0.83 | transcript=PVW1_060009300_t1 | gene=PVW1_060009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:180695-183820(-) | protein_length=946 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481258.1         -            946 5844at5820           -            412     0.044   11.1   1.2   2   2   5.6e-05      0.11    9.8   0.2   122   175   293   347   285   350 0.81 | transcript=PVW1_060009300_t1 | gene=PVW1_060009300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:180695-183820(-) | protein_length=946 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 5844at5820           -            412      0.12    9.7  24.1   1   5     0.045        90    0.2   0.0   111   145    93   127    68   137 0.69 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 5844at5820           -            412      0.12    9.7  24.1   2   5   1.4e-05     0.029   11.7   0.5   115   159   188   232   185   243 0.79 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 5844at5820           -            412      0.12    9.7  24.1   3   5   0.00053       1.1    6.6   4.8   108   202   340   445   333   478 0.66 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 5844at5820           -            412      0.12    9.7  24.1   4   5     0.016        32    1.7   0.3   118   152   549   583   545   613 0.74 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478120.1         -           1207 5844at5820           -            412      0.12    9.7  24.1   5   5     0.084   1.7e+02   -0.7   0.1   119   150   734   765   726   795 0.65 | transcript=PVW1_110046600_t1 | gene=PVW1_110046600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1757881-1761504(-) | protein_length=1207 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5844at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5844at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5844at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:43 2026
# [ok]
