#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   1  12   5.4e-25   3.3e-21   73.6   0.0     4    65    11    72     8    79 0.94 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   2  12   1.9e-07    0.0011   15.6   0.1    65    88   108   131   103   137 0.86 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   3  12     3e-34   1.8e-30  104.2   0.0    88   193   165   283   149   288 0.83 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   4  12   8.9e-11   5.4e-07   26.6   0.0   193   234   350   392   346   407 0.92 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   5  12   1.2e-05     0.071    9.7   0.1   234   254   424   444   409   447 0.86 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   6  12   1.3e-41   8.1e-38  128.5   0.5   256   363   474   587   471   590 0.91 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   7  12   1.2e-34   7.1e-31  105.6   0.0   361   454   608   705   601   711 0.91 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   8  12   1.9e-52   1.2e-48  164.4   0.0   451   572   735   874   733   881 0.87 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5   9  12   1.3e-15     8e-12   42.6   0.0   570   618   912   960   902   971 0.90 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5  10  12     0.033     2e+02   -1.7   0.0   616   636   989  1009   982  1012 0.85 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5  11  12   1.4e-23   8.2e-20   69.0   0.0   638   697  1086  1145  1083  1149 0.95 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 3245at5820           -            805  3.5e-270  897.1  12.5  12  12   3.1e-48   1.9e-44  150.5   0.3   693   805  1172  1292  1168  1292 0.94 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3245at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3245at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3245at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:10 2026
# [ok]
