#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   1  14   3.9e-91   4.7e-88  294.6  12.0     1   213    44   289    44   293 0.87 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   2  14   1.6e-46   1.9e-43  146.8   9.5   211   289   359   437   347   442 0.95 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   3  14  1.1e-132  1.3e-129  432.4  56.7   289   522   465   698   462   707 0.98 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   4  14   2.3e-35   2.8e-32  109.7   0.0   530   596   805   871   796   883 0.93 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   5  14    7e-104  8.6e-101  336.9  22.1   594   761   918  1085   915  1091 0.98 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   6  14   2.2e-63   2.7e-60  202.6  11.1   768   888  1132  1252  1116  1254 0.96 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   7  14   2.5e-45   3.1e-42  142.7   2.3   898   984  1310  1396  1305  1398 0.97 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   8  14   1.2e-45   1.5e-42  143.8   6.8   984  1087  1454  1569  1450  1571 0.89 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4   9  14  4.9e-115    6e-112  373.9  48.0  1085  1294  1607  1819  1604  1826 0.97 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4  10  14   5.4e-14   6.6e-11   38.9   0.3  1284  1318  1856  1890  1848  1910 0.90 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479078.1         -           2602 537at5820            -           1767         0 2784.0 300.4  11  14   0.00013      0.16    7.8   0.3  1317  1339  1942  1964  1939  1976 0.85 | transcript=PVW1_080025900_t1 | gene=PVW1_080025900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:949656-958012(-) | protein_length=2602 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
