#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474791.1         -            590 5794at5820           -            446  6.8e-261  864.0  24.5   1   3  1.2e-143  1.2e-140  467.7   2.7     1   239     1   243     1   247 0.98 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474791.1         -            590 5794at5820           -            446  6.8e-261  864.0  24.5   2   3   9.2e-79   9.3e-76  253.8   0.8   238   366   274   403   267   426 0.94 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474791.1         -            590 5794at5820           -            446  6.8e-261  864.0  24.5   3   3   8.6e-46   8.8e-43  145.1   6.5   362   446   482   585   478   585 0.85 | transcript=PVW1_100030500_t1 | gene=PVW1_100030500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1201489-1203761(+) | protein_length=590 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 5794at5820           -            446   1.5e-13   48.8   7.8   1   5   7.1e-05     0.072   10.2   0.1    16    72    13    70     1    85 0.84 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 5794at5820           -            446   1.5e-13   48.8   7.8   2   5   9.5e-05     0.097    9.8   0.1    16    72    89   146    77   150 0.83 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 5794at5820           -            446   1.5e-13   48.8   7.8   3   5   8.9e-05      0.09    9.9   0.1    16    72   165   222   151   226 0.83 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 5794at5820           -            446   1.5e-13   48.8   7.8   4   5   8.5e-05     0.086   10.0   0.0    16    72   241   298   226   303 0.84 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 5794at5820           -            446   1.5e-13   48.8   7.8   5   5   9.5e-05     0.096    9.8   0.0    16    72   317   374   304   377 0.83 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479872.1         -            884 5794at5820           -            446   1.6e-10   38.8  13.7   1   3   8.4e-06    0.0085   13.3   3.4   109   205   335   435   284   478 0.67 | transcript=PVW1_050025600_t1 | gene=PVW1_050025600 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | transcript_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | location=CAJZCX010000010:856826-860003(-) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479872.1         -            884 5794at5820           -            446   1.6e-10   38.8  13.7   2   3   0.00019      0.19    8.9   0.3   272   309   607   645   592   661 0.76 | transcript=PVW1_050025600_t1 | gene=PVW1_050025600 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | transcript_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | location=CAJZCX010000010:856826-860003(-) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479872.1         -            884 5794at5820           -            446   1.6e-10   38.8  13.7   3   3   1.5e-08   1.6e-05   22.3   0.1   350   412   809   867   759   874 0.78 | transcript=PVW1_050025600_t1 | gene=PVW1_050025600 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | transcript_product=Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8Z4] | location=CAJZCX010000010:856826-860003(-) | protein_length=884 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 5794at5820           -            446   4.2e-10   37.4   9.9   1   2   3.4e-05     0.035   11.3   0.3   110   143  1247  1280  1223  1322 0.79 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480310.1         -           1600 5794at5820           -            446   4.2e-10   37.4   9.9   2   2   2.1e-10   2.2e-07   28.5   3.9   334   418  1511  1587  1367  1599 0.74 | transcript=PVW1_070009500_t1 | gene=PVW1_070009500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:259530-264503(+) | protein_length=1600 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 5794at5820           -            446   1.2e-05   22.7   0.1   1   2   6.4e-07   0.00064   17.0   0.0   104   179   319   407   310   441 0.60 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474933.1         -           1342 5794at5820           -            446   1.2e-05   22.7   0.1   2   2     0.012        12    2.9   0.0   369   416  1255  1297  1241  1308 0.77 | transcript=PVW1_100041500_t1 | gene=PVW1_100041500 | organism=Plasmodium_vivax_PvW1 | gene_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | transcript_product=USP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE39] | location=CAJZCX010000005:1682785-1687330(-) | protein_length=1342 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477532.1         -            128 5794at5820           -            446    0.0039   14.4   0.0   1   1   4.2e-06    0.0043   14.3   0.0    15    72    12    70     1    85 0.83 | transcript=PVW1_110011500_t1 | gene=PVW1_110011500 | organism=Plasmodium_vivax_PvW1 | gene_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | transcript_product=Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HER1] | location=CAJZCX010000008:274447-275253(+) | protein_length=128 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5794at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5794at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5794at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:19 2026
# [ok]
