#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   1   7   0.00026      0.14    8.5   0.0     7    36    40    73    36    85 0.79 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   2   7      0.16        89   -0.8   0.0    36    51   171   186   166   202 0.87 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   3   7   1.6e-17   8.7e-15   52.2   3.0    45    99   227   282   201   289 0.86 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   4   7   1.2e-13   6.7e-11   39.3   0.2    89   135   336   387   316   395 0.81 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   5   7     2e-07   0.00011   18.8   2.1   153   198   648   701   637   705 0.75 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   6   7         0         0 1023.7  19.3   194   633   763  1203   748  1217 0.97 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1087at5820           -            852         0 1459.4  85.0   7   7  5.2e-104  2.9e-101  338.3  28.6   633   852  1237  1459  1232  1459 0.98 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479084.1         -           1285 1087at5820           -            852   7.6e-89  297.2  19.4   1   1   2.1e-91   1.2e-88  296.6  19.4   205   607   507   898   489   939 0.85 | transcript=PVW1_080026200_t1 | gene=PVW1_080026200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:964937-968794(-) | protein_length=1285 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1087at5820           -            852   6.4e-67  224.7  29.4   1   3   1.7e-24   9.6e-22   75.2   3.7   192   311    10   121     3   126 0.92 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1087at5820           -            852   6.4e-67  224.7  29.4   2   3   1.4e-51   7.5e-49  164.9  17.9   338   631   233   516   228   560 0.80 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1087at5820           -            852   6.4e-67  224.7  29.4   3   3       1.1     6e+02   -3.5  11.7   695   808   797   918   777   940 0.65 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1087at5820           -            852   1.6e-56  190.3  20.4   1   3   2.9e-59   1.6e-56  190.3  20.4   253   734    93   610    26   627 0.78 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1087at5820           -            852   1.6e-56  190.3  20.4   2   3       5.7   3.2e+03   -5.9   5.0   152   190   673   713   612   755 0.50 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1087at5820           -            852   1.6e-56  190.3  20.4   3   3       5.8   3.2e+03   -5.9   3.1   717   750   866   899   858   914 0.46 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 1087at5820           -            852   4.9e-51  172.1  11.1   1   3   8.8e-54   4.9e-51  172.1  11.1   169   547     5   374     1   379 0.87 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 1087at5820           -            852   4.9e-51  172.1  11.1   2   3      0.83   4.6e+02   -3.1   0.4    75   115   832   872   825   884 0.82 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472523.1         -           1103 1087at5820           -            852   4.9e-51  172.1  11.1   3   3       3.1   1.7e+03   -5.0   2.5    16   669   938   971   891  1012 0.43 | transcript=PVW1_140068700_t1 | gene=PVW1_140068700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2747019-2750479(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478814.1         -           3269 1087at5820           -            852   8.5e-47  158.1  24.4   1   4   4.6e-24   2.6e-21   73.8  12.0   255   424   212   409   149   423 0.76 | transcript=PVW1_080015200_t1 | gene=PVW1_080015200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:489109-499192(-) | protein_length=3269 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
