#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   1  39   1.3e-49   9.9e-47  156.3   2.1     1    81     1    81     1    88 0.98 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   2  39  1.3e-199  9.6e-197  654.3  33.9    80   421   145   492   141   497 0.98 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   3  39  5.9e-100   4.5e-97  323.4  10.7   426   593   745   915   739   932 0.97 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   4  39  1.5e-227  1.1e-224  746.9  37.5   598   963   975  1356   963  1361 0.96 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   5  39  8.8e-129  6.7e-126  419.1  18.5   956  1184  1385  1613  1382  1615 0.99 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   6  39   4.4e-66   3.4e-63  211.0   0.7  1187  1304  1723  1854  1697  1864 0.91 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   7  39   5.6e-24   4.3e-21   71.2   0.3  1303  1357  1920  1975  1909  1991 0.92 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   8  39   2.1e-91   1.6e-88  295.0  16.5  1370  1533  2123  2300  2112  2305 0.92 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3   9  39   4.7e-60   3.5e-57  191.0   9.3  1528  1640  2449  2561  2444  2568 0.96 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3  10  39     3e-33   2.3e-30  102.0   3.7  1621  1694  2576  2649  2567  2658 0.93 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 24at5820             -           4512         0 7731.2 815.3  11  39  4.1e-126  3.1e-123  410.3  25.7  1696  1910  2747  2961  2740  2983 0.94 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
