#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   1  12    1e-101   2.1e-98  328.8  13.4     2   178    15   195    14   199 0.97 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   2  12   3.5e-15   7.2e-12   42.0   0.2   177   227   407   458   405   463 0.87 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   3  12   1.2e-46   2.5e-43  146.3   1.3   215   304   502   591   495   598 0.96 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   4  12   4.8e-32   9.7e-29   97.9   0.0   295   355   647   707   642   715 0.94 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   5  12   3.1e-49   6.3e-46  154.9   3.7   354   440   811   897   802   903 0.95 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   6  12   1.6e-41   3.2e-38  129.3   2.5   438   512   959  1033   956  1038 0.97 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   7  12   9.3e-60   1.9e-56  189.7   8.4   513   637  1097  1222  1093  1231 0.96 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   8  12   4.1e-18   8.3e-15   51.8   0.0   640   680  1294  1334  1288  1347 0.92 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9   9  12   1.3e-31   2.5e-28   96.5   0.3   677   788  1396  1524  1387  1527 0.88 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9  10  12     2e-12     4e-09   32.9   0.4   788   835  1585  1636  1578  1646 0.81 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479115.1         -           2529 422at5820            -           1432         0 2331.6 153.9  11  12  3.3e-129  6.7e-126  419.9  38.0   822  1090  1849  2139  1836  2143 0.89 | transcript=PVW1_080027900_t1 | gene=PVW1_080027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1040110-1049583(-) | protein_length=2529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
