#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473273.1         -            565 5037at5820           -            422  1.8e-218  723.9  34.2   1   3    0.0021       1.3    6.3   0.0     7    55    28    75    24    95 0.73 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 5037at5820           -            422  1.8e-218  723.9  34.2   2   3   4.4e-96   2.7e-93  311.6   5.9    22   197    95   282    88   299 0.91 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473273.1         -            565 5037at5820           -            422  1.8e-218  723.9  34.2   3   3  1.3e-126  7.9e-124  412.1  18.8   193   419   305   544   297   547 0.95 | transcript=PVW1_120030400_t1 | gene=PVW1_120030400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1131926-1135402(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   1   6   4.4e-17   2.7e-14   51.3  16.5   224   405    97   280    92   291 0.84 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   2   6     1e-11   6.2e-09   33.6   3.8   236   339   308   409   287   417 0.83 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   3   6   5.4e-05     0.033   11.5   0.1   284   356   669   738   662   740 0.77 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   4   6   5.3e-14   3.2e-11   41.1   2.3   259   358   726   823   723   831 0.88 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   5   6     4e-10   2.5e-07   28.4   9.4   257   363   923  1024   910  1046 0.85 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472422.1         -           1129 5037at5820           -            422   2.4e-44  150.3  60.6   6   6    0.0058       3.5    4.8   0.0   186   221  1046  1085  1036  1098 0.64 | transcript=PVW1_140059200_t1 | gene=PVW1_140059200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2369455-2373022(-) | protein_length=1129 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 5037at5820           -            422   6.2e-38  129.2  50.3   1   4     2e-12   1.2e-09   36.0  10.5    39   191   153   317   111   317 0.65 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476527.1         -            585 5037at5820           -            422   6.2e-38  129.2  50.3   2   4   6.8e-28   4.1e-25   86.9  15.5   236   405   254   423   249   427 0.90 | transcript=PVW1_090009400_t1 | gene=PVW1_090009400 | organism=Plasmodium_vivax_PvW1 | gene_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | transcript_product=CPW-WPC family protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB5] | location=CAJZCX010000007:274236-277874(-) | protein_length=585 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
