#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477186.1         -           1716 656at5820            -           1340         0 2351.9 121.0   1   4  1.8e-208  2.2e-205  683.5  39.2     1   401     1   475     1   500 0.83 | transcript=PVW1_090045700_t1 | gene=PVW1_090045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1809963-1815586(+) | protein_length=1716 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477186.1         -           1716 656at5820            -           1340         0 2351.9 121.0   2   4     3e-73   3.7e-70  235.5   0.0   373   536   513   688   502   698 0.86 | transcript=PVW1_090045700_t1 | gene=PVW1_090045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1809963-1815586(+) | protein_length=1716 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477186.1         -           1716 656at5820            -           1340         0 2351.9 121.0   3   4         0         0 1136.2  50.6   537  1136   734  1455   725  1465 0.97 | transcript=PVW1_090045700_t1 | gene=PVW1_090045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1809963-1815586(+) | protein_length=1716 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477186.1         -           1716 656at5820            -           1340         0 2351.9 121.0   4   4   3.9e-94   4.7e-91  304.7  13.5  1132  1340  1493  1716  1457  1716 0.86 | transcript=PVW1_090045700_t1 | gene=PVW1_090045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1809963-1815586(+) | protein_length=1716 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 656at5820            -           1340   8.1e-88  294.0  37.1   1   5   8.5e-20     1e-16   58.4   0.1   133   219    93   179    18   190 0.82 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 656at5820            -           1340   8.1e-88  294.0  37.1   2   5   3.5e-25   4.2e-22   76.2   0.0   264   346   184   276   179   281 0.85 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 656at5820            -           1340   8.1e-88  294.0  37.1   3   5   2.6e-49   3.1e-46  156.2   4.4   406   844   382   777   365   783 0.84 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 656at5820            -           1340   8.1e-88  294.0  37.1   4   5   0.00035      0.42    6.7   1.8   979  1008   884   913   876   920 0.89 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 656at5820            -           1340   8.1e-88  294.0  37.1   5   5   0.00065      0.79    5.8   9.1   952  1037   928  1018   918  1080 0.74 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473232.1         -            817 656at5820            -           1340   6.1e-65  218.2  19.2   1   3   2.7e-17   3.3e-14   50.1   0.0   132   217   123   209    99   221 0.88 | transcript=PVW1_120026800_t1 | gene=PVW1_120026800 | organism=Plasmodium_vivax_PvW1 | gene_product=Myosin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0V5] | transcript_product=Myosin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0V5] | location=CAJZCX010000004:1007664-1010405(-) | protein_length=817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473232.1         -            817 656at5820            -           1340   6.1e-65  218.2  19.2   2   3   3.7e-24   4.4e-21   72.9   0.1   268   367   219   320   210   334 0.88 | transcript=PVW1_120026800_t1 | gene=PVW1_120026800 | organism=Plasmodium_vivax_PvW1 | gene_product=Myosin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0V5] | transcript_product=Myosin motor domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0V5] | location=CAJZCX010000004:1007664-1010405(-) | protein_length=817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
