#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   1   6   7.4e-71   1.5e-67  226.9  17.4     1   109     1   109     1   127 0.95 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   2   6   6.5e-44   1.3e-40  138.0   0.1   107   189   174   256   164   263 0.88 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   3   6   1.6e-06    0.0032   14.5   0.2   189   229   296   344   286   363 0.76 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   4   6    0.0012       2.3    5.1   0.0   219   246   388   415   368   431 0.79 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   5   6  1.2e-183  2.5e-180  599.2  13.3   248   519   702   973   677   998 0.93 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480385.1         -           1088 4823at5820           -            557  3.8e-294  974.9  56.3   6   6   0.00025       0.5    7.3   0.4   516   548  1005  1037   986  1046 0.73 | transcript=PVW1_070014700_t1 | gene=PVW1_070014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:506014-509280(+) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   1   6   1.5e-05     0.031   11.3   0.0    18    47     3    32     1    39 0.90 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   2   6   1.1e-12   2.3e-09   34.9   0.5   115   164    80   129    67   145 0.87 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   3   6   1.2e-60   2.3e-57  193.3   3.9   253   444   145   335   128   342 0.93 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   4   6         3   6.1e+03  -10.8   9.1   507   533   616   642   593   669 0.41 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473211.1         -           1817 4823at5820           -            557   1.1e-64  217.5  10.5   5   6         3   6.1e+03   -8.1   5.2   510   531   701   722   687   737 0.33 | transcript=PVW1_120025100_t1 | gene=PVW1_120025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:901541-907798(+) | protein_length=1817 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
