#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482565.1         -           1253 2668at5820           -            661         0 1156.6  90.8   1   4   7.7e-12   9.3e-09   32.7   0.4     1    36     1    36     1    48 0.88 | transcript=PVW1_040019800_t1 | gene=PVW1_040019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:638294-642055(-) | protein_length=1253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482565.1         -           1253 2668at5820           -            661         0 1156.6  90.8   2   4  7.2e-221  8.8e-218  723.4  14.3    40   351   225   536   220   542 0.99 | transcript=PVW1_040019800_t1 | gene=PVW1_040019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:638294-642055(-) | protein_length=1253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482565.1         -           1253 2668at5820           -            661         0 1156.6  90.8   3   4   1.7e-10     2e-07   28.3  13.2   341   410   568   641   559   705 0.79 | transcript=PVW1_040019800_t1 | gene=PVW1_040019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:638294-642055(-) | protein_length=1253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482565.1         -           1253 2668at5820           -            661         0 1156.6  90.8   4   4  1.5e-119  1.8e-116  388.6  40.9   427   661  1005  1253   952  1253 0.92 | transcript=PVW1_040019800_t1 | gene=PVW1_040019800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:638294-642055(-) | protein_length=1253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477256.1         -            691 2668at5820           -            661   1.8e-29  101.1   3.1   1   3      0.68   8.2e+02   -3.5   1.7   401   428   103   131    45   144 0.49 | transcript=PVW1_090050800_t1 | gene=PVW1_090050800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2031565-2034041(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477256.1         -            691 2668at5820           -            661   1.8e-29  101.1   3.1   2   3   1.5e-32   1.8e-29  101.1   3.1    37   211   336   523   309   540 0.79 | transcript=PVW1_090050800_t1 | gene=PVW1_090050800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2031565-2034041(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477256.1         -            691 2668at5820           -            661   1.8e-29  101.1   3.1   3   3     0.064        77   -0.1   0.0   266   314   623   669   612   676 0.85 | transcript=PVW1_090050800_t1 | gene=PVW1_090050800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2031565-2034041(-) | protein_length=691 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473915.1         -            131 2668at5820           -            661     0.061   10.2  11.0   1   1   5.7e-05      0.07   10.0  11.0   335   446     7   124     2   130 0.72 | transcript=PVW1_120074800_t1 | gene=PVW1_120074800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2935534-2936322(+) | protein_length=131 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 2668at5820           -            661       0.6    6.9  18.2   1   1   0.00061      0.74    6.6  18.2   330   415    49   134    35   137 0.76 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479897.1         -            435 2668at5820           -            661       2.6    4.8  11.9   1   1    0.0027       3.3    4.5  11.9   350   427   120   194   100   268 0.62 | transcript=PVW1_050027900_t1 | gene=PVW1_050027900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:947645-949142(-) | protein_length=435 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2668at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2668at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2668at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:13 2026
# [ok]
