#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   1   9   1.5e-56   4.4e-53  178.7  10.7     1   109    46   155    46   179 0.94 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   2   9  9.6e-168  2.9e-164  547.0  21.0    95   373   194   473   184   476 0.97 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   3   9  2.6e-163  7.9e-160  532.3  43.0   360   645   530   860   524   864 0.94 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   4   9   1.3e-30     4e-27   92.8   1.6   637   706   877   946   874   959 0.90 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   5   9  4.7e-225  1.4e-221  736.8  55.5   670  1064   953  1386   945  1393 0.90 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   6   9   6.9e-34   2.1e-30  103.6   7.9  1058  1124  1405  1471  1397  1505 0.90 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   7   9   3.9e-05      0.12    8.4   0.5  1118  1140  1519  1541  1508  1592 0.76 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   8   9   3.7e-08   0.00011   18.4   0.3  1142  1176  1658  1704  1648  1718 0.79 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473969.1         -           1920 775at5820            -           1195         0 2200.4 201.6   9   9   4.5e-06     0.014   11.5   3.3  1139  1195  1803  1861  1790  1861 0.72 | transcript=PVW1_120078300_t1 | gene=PVW1_120078300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3086033-3091795(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480799.1         -           1306 775at5820            -           1195   0.00027   17.2  17.4   1   2    0.0019       5.8    2.8   2.5   182   272   603   699   568   713 0.70 | transcript=PVW1_070039000_t1 | gene=PVW1_070039000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1428345-1432265(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480799.1         -           1306 775at5820            -           1195   0.00027   17.2  17.4   2   2   8.9e-08   0.00027   17.2  17.4   874  1017   887  1030   812  1033 0.92 | transcript=PVW1_070039000_t1 | gene=PVW1_070039000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1428345-1432265(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
