#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   1   9   2.7e-74   5.5e-71  238.2   4.9     1   141     1   144     1   150 0.98 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   2   9   2.3e-16   4.6e-13   46.3   0.8   139   178   183   222   178   229 0.93 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   3   9   3.6e-75   7.3e-72  241.1   9.8   179   388   282   540   272   543 0.85 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   4   9   4.3e-26   8.6e-23   78.6   0.2   388   445   637   695   634   699 0.95 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   5   9   3.8e-55   7.8e-52  174.8  23.8   453   606   890  1076   871  1080 0.86 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   6   9   3.7e-35   7.5e-32  108.6   0.2   625   700  1198  1273  1181  1280 0.93 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   7   9  1.6e-139  3.2e-136  454.2  15.1   699   948  1300  1561  1294  1565 0.95 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   8   9   2.3e-10   4.7e-07   26.5   0.4   946   973  1652  1679  1647  1684 0.93 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476788.1         -           1983 828at5820            -           1161         0 1731.3 109.5   9   9  2.4e-123  4.9e-120  400.6   0.8   966  1161  1787  1983  1776  1983 0.95 | transcript=PVW1_090024600_t1 | gene=PVW1_090024600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:876468-882419(+) | protein_length=1983 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 828at5820            -           1161   4.5e-56  188.8   8.0   1   8         3   6.1e+03   -7.3   6.0   404   498   169   259   160   279 0.69 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479686.1         -           8574 828at5820            -           1161   4.5e-56  188.8   8.0   2   8         3   6.1e+03   -9.1   6.3   469   515  1285  1332  1250  1345 0.72 | transcript=PVW1_050013100_t1 | gene=PVW1_050013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:389738-415462(+) | protein_length=8574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
