#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476244.1         -            667 6804at5820           -            559  1.7e-277  919.9  70.8   1   1  7.4e-279  5.6e-276  914.9  70.8     4   559    27   667    24   667 0.89 | transcript=PVW1_130047900_t1 | gene=PVW1_130047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1904673-1907664(-) | protein_length=667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477034.1         -            404 6804at5820           -            559   7.8e-08   29.7   0.7   1   3     1e-10   7.8e-08   29.7   0.7   102   244    18   160     3   169 0.83 | transcript=PVW1_090037900_t1 | gene=PVW1_090037900 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | transcript_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | location=CAJZCX010000007:1438464-1439844(-) | protein_length=404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477034.1         -            404 6804at5820           -            559   7.8e-08   29.7   0.7   2   3     0.025        19    2.0  46.4   349   447   229   330   218   334 0.56 | transcript=PVW1_090037900_t1 | gene=PVW1_090037900 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | transcript_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | location=CAJZCX010000007:1438464-1439844(-) | protein_length=404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477034.1         -            404 6804at5820           -            559   7.8e-08   29.7   0.7   3   3         8   6.1e+03   -8.6  40.7   349   444   298   394   297   401 0.52 | transcript=PVW1_090037900_t1 | gene=PVW1_090037900 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | transcript_product=Pre-mRNA-splicing factor 38 [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD14] | location=CAJZCX010000007:1438464-1439844(-) | protein_length=404 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481690.1         -           1224 6804at5820           -            559   0.00021   18.4  31.5   1   1   5.4e-07   0.00041   17.4  31.5   358   444   152   236    93   307 0.51 | transcript=PVW1_060021700_t1 | gene=PVW1_060021700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | transcript_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | location=CAJZCX010000012:703413-707759(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 6804at5820           -            559     0.063   10.2  49.0   1   1   0.00011     0.081    9.8  49.0   310   453   176   315   160   316 0.57 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480655.1         -             99 6804at5820           -            559       1.4    5.7  19.1   1   1    0.0018       1.4    5.8  19.1   412   459     7    56     1    86 0.45 | transcript=PVW1_070032900_t1 | gene=PVW1_070032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1214216-1214722(+) | protein_length=99 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474932.1         -            155 6804at5820           -            559       2.8    4.8  26.8   1   1    0.0044       3.4    4.5  26.8   347   449    37   134    21   146 0.43 | transcript=PVW1_100041400_t1 | gene=PVW1_100041400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1681178-1681961(-) | protein_length=155 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 6804at5820           -            559       4.6    4.1  68.8   1   2   0.00014       0.1    9.5  35.0   343   419     6    82     1   107 0.31 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 6804at5820           -            559       4.6    4.1  68.8   2   2     0.062        47    0.7  25.7   357   439   225   309   139   318 0.52 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484047.1         -            292 6804at5820           -            559       7.8    3.3  44.4   1   1     0.014        11    2.9  44.4   352   436    56   139    34   153 0.51 | transcript=PVW1_020015900_t1 | gene=PVW1_020015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:491857-492735(-) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
