#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   1  10   3.5e-49   2.1e-45  153.7   6.9     1    87    65   151    65   161 0.95 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   2  10  1.4e-126  8.5e-123  409.9  13.4    85   387   172   531   166   535 0.87 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   3  10   2.1e-10   1.3e-06   25.4   0.0   388   427   605   644   602   647 0.93 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   4  10   2.2e-62   1.4e-58  197.4   7.0   413   545   686   824   683   837 0.92 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   5  10   8.1e-19   4.9e-15   53.2   0.1   544   583   881   920   873   925 0.92 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   6  10   2.2e-27   1.3e-23   81.6   0.5   577   652   952  1033   944  1035 0.89 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   7  10   6.3e-31   3.8e-27   93.3   0.3   651   711  1055  1116  1052  1123 0.94 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   8  10   7.3e-07    0.0044   13.7   0.1   712   738  1150  1176  1146  1179 0.87 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9   9  10   5.7e-28   3.5e-24   83.5  10.4   735   795  1197  1257  1194  1258 0.96 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472305.1         -           1452 1826at5820           -            940         0 1294.8 110.9  10  10   5.6e-69   3.4e-65  219.2  19.9   802   939  1305  1449  1302  1450 0.95 | transcript=PVW1_140048100_t1 | gene=PVW1_140048100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1886161-1890704(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1826at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1826at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1826at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:56 2026
# [ok]
