#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476718.1         -            800 4929at5820           -            584         0 1085.3  83.3   1   3   3.9e-22   4.8e-19   66.6  33.2     1   136     1   211     1   220 0.73 | transcript=PVW1_090020400_t1 | gene=PVW1_090020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:726260-729852(+) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476718.1         -            800 4929at5820           -            584         0 1085.3  83.3   2   3         5   6.1e+03   -7.8  23.9    83   150   209   274   202   305 0.57 | transcript=PVW1_090020400_t1 | gene=PVW1_090020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:726260-729852(+) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476718.1         -            800 4929at5820           -            584         0 1085.3  83.3   3   3         0         0 1030.1  20.8   103   584   320   800   296   800 0.95 | transcript=PVW1_090020400_t1 | gene=PVW1_090020400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:726260-729852(+) | protein_length=800 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480390.1         -           1080 4929at5820           -            584   5.9e-14   49.8   6.8   1   2   7.7e-07   0.00094   16.1   0.4   155   207   400   452   358   461 0.75 | transcript=PVW1_070015000_t1 | gene=PVW1_070015000 | organism=Plasmodium_vivax_PvW1 | gene_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | transcript_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | location=CAJZCX010000011:517225-520467(-) | protein_length=1080 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480390.1         -           1080 4929at5820           -            584   5.9e-14   49.8   6.8   2   2   5.6e-13   6.8e-10   36.4   1.3   285   387   562   663   530   669 0.85 | transcript=PVW1_070015000_t1 | gene=PVW1_070015000 | organism=Plasmodium_vivax_PvW1 | gene_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | transcript_product=SET domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUZ3] | location=CAJZCX010000011:517225-520467(-) | protein_length=1080 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 4929at5820           -            584   1.3e-08   32.2   2.3   1   2     0.048        58    0.3   0.1   156   183   250   277   240   408 0.80 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475043.1         -           1569 4929at5820           -            584   1.3e-08   32.2   2.3   2   2   3.4e-11   4.1e-08   30.5   0.5   296   390   458   554   435   564 0.89 | transcript=PVW1_100049900_t1 | gene=PVW1_100049900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2040043-2044752(-) | protein_length=1569 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 4929at5820           -            584       1.1    6.0  11.7   1   1   0.00084         1    6.1  11.7    66   148    41   126     8   143 0.46 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481813.1         -            441 4929at5820           -            584       3.2    4.4  18.9   1   1    0.0038       4.6    3.9  18.9    70   148   262   341   218   359 0.56 | transcript=PVW1_060027000_t1 | gene=PVW1_060027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:895199-896524(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4929at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4929at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4929at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:41 2026
# [ok]
