#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   1   9   8.8e-33   5.3e-29   99.0   0.0     1    74     1    73     1    79 0.93 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   2   9   1.2e-79   7.4e-76  254.3   0.0    73   241   113   287   107   295 0.96 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   3   9     1e-53   6.1e-50  168.4   0.0   250   447   351   611   335   615 0.79 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   4   9   2.1e-70   1.3e-66  223.7   4.7   466   683   684   975   676   978 0.81 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   5   9   1.1e-61   6.5e-58  194.8   1.0   683   823  1013  1165  1009  1167 0.91 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   6   9   1.3e-14   7.9e-11   38.8   0.0   823   884  1191  1274  1187  1280 0.83 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   7   9  1.6e-126  9.8e-123  409.6   1.0   884  1269  1320  1822  1315  1831 0.81 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   8   9   1.1e-43   6.5e-40  135.1   0.4  1263  1365  1858  1959  1842  1962 0.91 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483274.1         -           2099 326at5820            -           1464         0 1638.9  28.2   9   9   7.6e-36   4.6e-32  109.1   0.5  1367  1464  1990  2099  1988  2099 0.90 | transcript=PVW1_030015400_t1 | gene=PVW1_030015400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:505969-512268(-) | protein_length=2099 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/326at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/326at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/326at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:16 2026
# [ok]
