#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   1   9  1.6e-169  4.9e-166  553.2  20.2     1   272     1   273     1   281 0.98 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   2   9   3.3e-12     1e-08   32.7   0.4   263   295   349   381   341   387 0.89 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   3   9   1.4e-22   4.2e-19   67.1   6.7   295   363   535   606   532   611 0.80 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   4   9   9.5e-16   2.9e-12   44.4   7.2   318   382   615   680   611   712 0.81 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   5   9     0.046   1.4e+02   -0.8   0.0   377   394   812   829   808   846 0.80 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   6   9   3.5e-06     0.011   12.8   3.2   389   424   854   889   834   924 0.70 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   7   9   0.00034         1    6.2   0.1   421   441  1097  1117  1093  1120 0.88 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   8   9   0.00076       2.3    5.0   0.2   444   464  1206  1229  1182  1249 0.68 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473613.1         -           1667 1067at5820           -            869         0 1622.0 112.3   9   9  7.1e-285  2.2e-281  934.8  26.1   464   869  1262  1667  1259  1667 1.00 | transcript=PVW1_120053500_t1 | gene=PVW1_120053500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:2025729-2031608(-) | protein_length=1667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476702.1         -            372 1067at5820           -            869     0.011   12.8  17.2   1   3     0.066     2e+02   -1.4   1.2   229   314     9    51     2    92 0.43 | transcript=PVW1_090019500_t1 | gene=PVW1_090019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | location=CAJZCX010000007:688644-691634(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476702.1         -            372 1067at5820           -            869     0.011   12.8  17.2   2   3   0.00011      0.33    7.8   0.1    76   130    93   147    60   154 0.83 | transcript=PVW1_090019500_t1 | gene=PVW1_090019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | location=CAJZCX010000007:688644-691634(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476702.1         -            372 1067at5820           -            869     0.011   12.8  17.2   3   3   1.3e-05      0.04   10.9   7.8   499   669   179   348   157   365 0.78 | transcript=PVW1_090019500_t1 | gene=PVW1_090019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | location=CAJZCX010000007:688644-691634(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1067at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1067at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1067at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
