#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   1  14   7.6e-22   4.6e-18   63.9   3.7     1    48     1    60     1    84 0.84 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   2  14   2.6e-06     0.016   12.7   0.5    45    67   113   135   101   140 0.85 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   3  14   3.2e-07     0.002   15.7   1.0    46    69   140   163   135   166 0.90 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   4  14   1.6e-08    0.0001   20.0   1.7    47    69   167   189   163   192 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   5  14   2.9e-08   0.00018   19.2   0.8    47    69   193   215   189   218 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   6  14     4e-08   0.00024   18.7   2.1    47    69   219   241   215   244 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   7  14   2.1e-08   0.00013   19.6   2.3    47    69   245   267   241   271 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   8  14     3e-08   0.00018   19.1   0.9    47    69   271   293   267   296 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2   9  14   3.6e-08   0.00022   18.9   1.7    47    69   297   319   293   322 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2  10  14   3.5e-08   0.00021   18.9   2.2    47    69   323   345   319   349 0.91 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476803.1         -            962 5783at5820           -            394  3.8e-198  656.8 175.2  11  14   6.3e-09   3.8e-05   21.4  39.4    47   201   349   505   345   523 0.64 | transcript=PVW1_090025200_t1 | gene=PVW1_090025200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:905518-909391(+) | protein_length=962 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
