#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   1   6  1.3e-115    8e-113  376.7  14.7     1   168    10   179    10   183 0.98 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   2   6  3.5e-255  2.1e-252  838.6  30.1   166   613   226   696   221   701 0.94 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   3   6   3.7e-32   2.2e-29  100.5  20.3   624   820   790  1040   778  1089 0.77 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   4   6   3.4e-13     2e-10   37.8   0.2   842   887  1166  1212  1163  1224 0.89 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   5   6    0.0017         1    5.7   0.1   886   910  1301  1325  1294  1335 0.82 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1563at5820           -            937         0 1359.2  95.2   6   6     6e-08   3.6e-05   20.4   0.2   904   937  1344  1377  1329  1377 0.89 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1563at5820           -            937   2.9e-68  229.3  20.2   1   3     2e-23   1.2e-20   71.6   2.1     9   113   771   883   765   901 0.89 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1563at5820           -            937   2.9e-68  229.3  20.2   2   3   5.1e-54   3.1e-51  172.9  10.6   169   417   904  1150   889  1164 0.83 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1563at5820           -            937   2.9e-68  229.3  20.2   3   3        10   6.1e+03   -8.5  13.9   613   877  1272  1390  1217  1463 0.34 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479084.1         -           1285 1563at5820           -            937   1.4e-45  154.2  16.8   1   2   1.3e-13   7.8e-11   39.2   1.2    14   110   507   605   501   619 0.82 | transcript=PVW1_080026200_t1 | gene=PVW1_080026200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:964937-968794(-) | protein_length=1285 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479084.1         -           1285 1563at5820           -            937   1.4e-45  154.2  16.8   2   2   5.8e-38   3.5e-35  119.7   8.7   167   388   627   845   606   874 0.88 | transcript=PVW1_080026200_t1 | gene=PVW1_080026200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:964937-968794(-) | protein_length=1285 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
