#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   1   9  1.2e-107  7.2e-104  347.0  45.2     1   226    25   275    25   280 0.90 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   2   9   5.2e-16   3.1e-12   43.5   0.1   225   261   405   444   398   451 0.89 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   3   9   3.2e-18     2e-14   50.8   1.9   259   295   478   514   474   528 0.91 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   4   9   1.8e-10   1.1e-06   25.1   4.0   291   342   584   649   566   659 0.74 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   5   9  2.4e-145  1.4e-141  471.9  28.5   349   615   758  1041   747  1046 0.96 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   6   9  3.9e-123  2.3e-119  398.3  11.5   617   806  1113  1302  1102  1305 0.98 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   7   9  4.4e-145  2.7e-141  471.0  18.1   803  1045  1397  1654  1374  1658 0.93 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   8   9   2.3e-54   1.4e-50  170.5   8.9  1045  1167  1727  1869  1723  1876 0.88 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477686.1         -           2042 1083at5820           -           1203         0 1957.4 176.2   9   9   1.2e-08   7.6e-05   19.0   0.7  1158  1202  1993  2041  1978  2042 0.77 | transcript=PVW1_110019400_t1 | gene=PVW1_110019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:624839-631126(+) | protein_length=2042 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1083at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1083at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1083at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:27 2026
# [ok]
