#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479356.1         -           1376 1711at5820           -            877         0 1504.0 138.9   1   5  1.4e-196  9.6e-194  644.2  53.4     7   381   180   600   178   606 0.93 | transcript=PVW1_080043300_t1 | gene=PVW1_080043300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1641768-1645898(-) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479356.1         -           1376 1711at5820           -            877         0 1504.0 138.9   2   5   4.5e-71     3e-68  229.0  19.6   382   520   719   857   715   889 0.95 | transcript=PVW1_080043300_t1 | gene=PVW1_080043300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1641768-1645898(-) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479356.1         -           1376 1711at5820           -            877         0 1504.0 138.9   3   5      0.43   2.9e+02   -2.6   0.0   512   530   874   892   866   899 0.81 | transcript=PVW1_080043300_t1 | gene=PVW1_080043300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1641768-1645898(-) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479356.1         -           1376 1711at5820           -            877         0 1504.0 138.9   4   5  7.7e-102   5.2e-99  330.8  26.4   523   713   968  1168   957  1171 0.95 | transcript=PVW1_080043300_t1 | gene=PVW1_080043300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1641768-1645898(-) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479356.1         -           1376 1711at5820           -            877         0 1504.0 138.9   5   5   5.3e-96   3.6e-93  311.4  15.1   713   877  1208  1376  1204  1376 0.97 | transcript=PVW1_080043300_t1 | gene=PVW1_080043300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1641768-1645898(-) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   1   7       1.1   7.6e+02   -4.0  14.6    43   253    62   274    50   310 0.69 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   2   7   1.4e-40   9.5e-38  128.0  15.0   543   850   337   654   332   681 0.85 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   3   7      0.84   5.6e+02   -3.6   0.0   853   875   704   726   701   727 0.88 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   4   7   5.8e-05     0.039   10.2   9.7    73   174   861   969   821   991 0.76 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   5   7     0.011       7.2    2.7   0.2   582   657  1161  1236  1146  1242 0.83 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474842.1         -           1464 1711at5820           -            877   4.9e-53  178.6  22.6   6   7     0.059        40    0.3   0.1   637   685  1270  1317  1249  1325 0.85 | transcript=PVW1_100035000_t1 | gene=PVW1_100035000 | organism=Plasmodium_vivax_PvW1 | gene_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | transcript_product=Multidrug resistance protein [Source:UniProtKB/TrEMBL;Acc:A0A6C0X2I2] | location=CAJZCX010000005:1389075-1393469(-) | protein_length=1464 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
