#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9485086.1         -           1091 2167at5820           -            898         0 1747.8 120.9   1   3         0         0 1681.5  56.9     1   824     1   874     1   876 0.93 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 2167at5820           -            898         0 1747.8 120.9   2   3     4e-07   5.8e-05   19.7  49.6   767   850   865   955   862   959 0.43 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485086.1         -           1091 2167at5820           -            898         0 1747.8 120.9   3   3   7.8e-19   1.1e-16   58.4  10.7   776   898   967  1091   950  1091 0.52 | transcript=PVW1_010021200_t1 | gene=PVW1_010021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:736935-740210(-) | protein_length=1091 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 2167at5820           -            898   6.4e-62  208.1  22.3   1   5       2.9   4.3e+02   -3.1   4.3   720   769    82   132    31   199 0.69 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 2167at5820           -            898   6.4e-62  208.1  22.3   2   5       6.7   9.7e+02   -4.2  12.1   756   844   360   459   335   468 0.35 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 2167at5820           -            898   6.4e-62  208.1  22.3   3   5   1.7e-36   2.4e-34  116.9   9.5    88   440   472   809   466   812 0.87 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 2167at5820           -            898   6.4e-62  208.1  22.3   4   5   1.5e-33   2.2e-31  107.1   4.8   492   649  1363  1519  1356  1524 0.95 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479780.1         -           1760 2167at5820           -            898   6.4e-62  208.1  22.3   5   5       3.5     5e+02   -3.3  23.8   678   812  1597  1740  1573  1757 0.50 | transcript=PVW1_050019300_t1 | gene=PVW1_050019300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:628388-634139(+) | protein_length=1760 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476543.1         -           1396 2167at5820           -            898   2.3e-59  199.7  24.9   1   5       2.4   3.5e+02   -2.8  15.3   750   880   170   305   167   313 0.41 | transcript=PVW1_090010100_t1 | gene=PVW1_090010100 | organism=Plasmodium_vivax_PvW1 | gene_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | transcript_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | location=CAJZCX010000007:307986-312941(-) | protein_length=1396 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476543.1         -           1396 2167at5820           -            898   2.3e-59  199.7  24.9   2   5   2.9e-36   4.2e-34  116.1  12.8   138   436   322   600   298   616 0.82 | transcript=PVW1_090010100_t1 | gene=PVW1_090010100 | organism=Plasmodium_vivax_PvW1 | gene_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | transcript_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | location=CAJZCX010000007:307986-312941(-) | protein_length=1396 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476543.1         -           1396 2167at5820           -            898   2.3e-59  199.7  24.9   3   5     4e-31   5.8e-29   99.1   4.2   490   673   615   800   610   831 0.91 | transcript=PVW1_090010100_t1 | gene=PVW1_090010100 | organism=Plasmodium_vivax_PvW1 | gene_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | transcript_product=Chromatin remodeling protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX54] | location=CAJZCX010000007:307986-312941(-) | protein_length=1396 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
