#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475491.1         -           1700 1387at5820           -           1102         0 2115.9 115.2   1   5         0         0 1333.3  33.3     1   637    12   685    12   710 0.95 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1387at5820           -           1102         0 2115.9 115.2   2   5     5e-50     3e-47  159.4   4.9   628   718   864   954   798   963 0.91 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1387at5820           -           1102         0 2115.9 115.2   3   5  1.7e-192  1.1e-189  631.1  43.3   711  1061  1009  1379   996  1401 0.94 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1387at5820           -           1102         0 2115.9 115.2   4   5    0.0092       5.6    2.9   0.2  1052  1087  1491  1528  1477  1535 0.79 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475491.1         -           1700 1387at5820           -           1102         0 2115.9 115.2   5   5   5.1e-06    0.0031   13.7   0.7  1077  1102  1671  1696  1655  1696 0.89 | transcript=PVW1_130017000_t1 | gene=PVW1_130017000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:550742-556229(+) | protein_length=1700 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1387at5820           -           1102   1.2e-53  180.6   9.0   1   2     2e-56   1.2e-53  180.6   9.0    83   439   825  1147   768  1159 0.89 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483945.1         -           1468 1387at5820           -           1102   1.2e-53  180.6   9.0   2   2        10   6.1e+03  -10.6  17.3   914  1055  1311  1457  1255  1464 0.68 | transcript=PVW1_020011700_t1 | gene=PVW1_020011700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:345375-350419(+) | protein_length=1468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479084.1         -           1285 1387at5820           -           1102     7e-38  128.4   7.6   1   1   1.8e-40   1.1e-37  127.7   7.6    85   417   552   849   507   881 0.86 | transcript=PVW1_080026200_t1 | gene=PVW1_080026200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:964937-968794(-) | protein_length=1285 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1387at5820           -           1102     1e-36  124.5  42.4   1   4   8.1e-08   4.9e-05   19.6   0.3    79   140    60   121    18   125 0.81 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1387at5820           -           1102     1e-36  124.5  42.4   2   4   2.7e-37   1.6e-34  117.2  16.5   170   485   225   530   215   555 0.83 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479118.1         -           1377 1387at5820           -           1102     1e-36  124.5  42.4   3   4      0.33     2e+02   -2.3   7.5  1012  1093   818   898   792   907 0.67 | transcript=PVW1_080028100_t1 | gene=PVW1_080028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1056760-1061101(+) | protein_length=1377 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
