#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   1   6  3.6e-147  3.1e-144  480.8  38.6     1   264     1   275     1   301 0.94 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   2   6   2.5e-44   2.2e-41  140.1  15.6   244   337   317   411   288   420 0.87 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   3   6  5.4e-124  4.7e-121  404.0  19.4   333   527   592   786   574   839 0.93 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   4   6   5.4e-30   4.7e-27   92.7   1.1   526   594   943  1013   930  1017 0.87 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   5   6   6.1e-11   5.3e-08   29.6   8.9   593   630  1052  1089  1045  1100 0.84 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472303.1         -           1677 1124at5820           -           1191         0 2424.3 170.7   6   6         0         0 1302.2  58.1   595  1191  1083  1677  1081  1677 0.98 | transcript=PVW1_140047900_t1 | gene=PVW1_140047900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1864402-1870396(+) | protein_length=1677 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1124at5820           -           1191   2.6e-67  226.0  35.3   1   5   7.8e-24   6.7e-21   72.3   7.6    57   208    65   214    23   252 0.79 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1124at5820           -           1191   2.6e-67  226.0  35.3   2   5   2.3e-12     2e-09   34.3   3.1   358   519   342   532   327   544 0.72 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1124at5820           -           1191   2.6e-67  226.0  35.3   3   5      0.17   1.4e+02   -1.7   0.0   639   671   784   817   774   828 0.73 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1124at5820           -           1191   2.6e-67  226.0  35.3   4   5   4.5e-25   3.9e-22   76.4   3.8   677   846   948  1126   931  1153 0.81 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479094.1         -           1727 1124at5820           -           1191   2.6e-67  226.0  35.3   5   5   3.4e-19   2.9e-16   56.9   0.1   888  1033  1268  1414  1256  1442 0.77 | transcript=PVW1_080026700_t1 | gene=PVW1_080026700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:977533-982716(-) | protein_length=1727 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
