#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482402.1         -            943 6510at5820           -            617  1.3e-260  865.1  93.5   1   5   7.1e-81   1.4e-77  260.4  30.4     2   215     6   247     5   254 0.88 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482402.1         -            943 6510at5820           -            617  1.3e-260  865.1  93.5   2   5   5.9e-33   1.2e-29  102.2   1.1   214   279   368   439   365   444 0.93 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482402.1         -            943 6510at5820           -            617  1.3e-260  865.1  93.5   3   5  3.5e-100   7.1e-97  324.2  26.2   282   486   535   744   516   750 0.93 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482402.1         -            943 6510at5820           -            617  1.3e-260  865.1  93.5   4   5   2.5e-56   5.1e-53  179.4   4.4   472   599   760   893   756   897 0.92 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482402.1         -            943 6510at5820           -            617  1.3e-260  865.1  93.5   5   5   1.3e-07   0.00026   18.5   1.2   595   617   921   943   915   943 0.93 | transcript=PVW1_040014100_t1 | gene=PVW1_040014100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:416540-419770(+) | protein_length=943 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482407.1         -            862 6510at5820           -            617   1.8e-14   52.0  91.9   1   4   0.00055       1.1    6.5  21.9    18   149    30   170    12   179 0.64 | transcript=PVW1_040014300_t1 | gene=PVW1_040014300 | organism=Plasmodium_vivax_PvW1 | gene_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | transcript_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | location=CAJZCX010000013:423127-425715(+) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482407.1         -            862 6510at5820           -            617   1.8e-14   52.0  91.9   2   4   2.3e-08   4.7e-05   20.9   9.6   183   273   173   274   163   289 0.71 | transcript=PVW1_040014300_t1 | gene=PVW1_040014300 | organism=Plasmodium_vivax_PvW1 | gene_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | transcript_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | location=CAJZCX010000013:423127-425715(+) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482407.1         -            862 6510at5820           -            617   1.8e-14   52.0  91.9   3   4     3e-09   6.2e-06   23.8  31.5   278   481   418   630   408   639 0.75 | transcript=PVW1_040014300_t1 | gene=PVW1_040014300 | organism=Plasmodium_vivax_PvW1 | gene_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | transcript_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | location=CAJZCX010000013:423127-425715(+) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482407.1         -            862 6510at5820           -            617   1.8e-14   52.0  91.9   4   4   1.9e-07   0.00038   17.9   7.5   490   596   702   823   686   830 0.74 | transcript=PVW1_040014300_t1 | gene=PVW1_040014300 | organism=Plasmodium_vivax_PvW1 | gene_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | transcript_product=TMEM121 domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H809] | location=CAJZCX010000013:423127-425715(+) | protein_length=862 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480612.1         -           1240 6510at5820           -            617   3.1e-06   24.8  27.6   1   5      0.55   1.1e+03   -3.4   4.8    23    64    11    49     5    90 0.64 | transcript=PVW1_070029400_t1 | gene=PVW1_070029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1076370-1080528(-) | protein_length=1240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480612.1         -           1240 6510at5820           -            617   3.1e-06   24.8  27.6   2   5         3   6.1e+03  -10.9  14.6    88   168   126   208   115   232 0.48 | transcript=PVW1_070029400_t1 | gene=PVW1_070029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1076370-1080528(-) | protein_length=1240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480612.1         -           1240 6510at5820           -            617   3.1e-06   24.8  27.6   3   5   4.6e-05     0.094   10.0   4.9   215   284   489   566   477   573 0.74 | transcript=PVW1_070029400_t1 | gene=PVW1_070029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1076370-1080528(-) | protein_length=1240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480612.1         -           1240 6510at5820           -            617   3.1e-06   24.8  27.6   4   5         3   6.1e+03   -6.8   5.9   281   364   792   874   773   879 0.47 | transcript=PVW1_070029400_t1 | gene=PVW1_070029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1076370-1080528(-) | protein_length=1240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480612.1         -           1240 6510at5820           -            617   3.1e-06   24.8  27.6   5   5   1.6e-09   3.1e-06   24.8  27.6   382   587   967  1186   945  1203 0.71 | transcript=PVW1_070029400_t1 | gene=PVW1_070029400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1076370-1080528(-) | protein_length=1240 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6510at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6510at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6510at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:17 2026
# [ok]
