#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   1  10   1.4e-30   1.2e-27   94.3   0.7     1    56     1    57     1    64 0.95 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   2  10   8.3e-54   7.2e-51  171.2   2.8    56   173    95   222    83   237 0.91 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   3  10   9.9e-69   8.6e-66  220.7   9.9   180   309   375   507   351   512 0.95 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   4  10  3.6e-129  3.1e-126  421.2   6.1   261   546   540   863   535   872 0.85 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   5  10  1.3e-184  1.1e-181  605.0   5.2   545   830   929  1218   922  1222 0.98 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   6  10  3.3e-178  2.9e-175  583.8  26.1   830  1121  1256  1553  1253  1560 0.98 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   7  10  9.3e-101   8.1e-98  326.9   0.4  1120  1346  1579  1851  1567  1857 0.90 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   8  10  2.9e-181  2.5e-178  593.9  18.1  1347  1660  1908  2244  1905  2248 0.96 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3   9  10   1.7e-40   1.5e-37  127.1   1.8  1662  1747  2282  2370  2278  2375 0.95 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479987.1         -           2667 270at5820            -           1986         0 3535.0 150.3  10  10    2e-135  1.8e-132  441.9  11.4  1738  1986  2405  2663  2391  2663 0.96 | transcript=PVW1_050036200_t1 | gene=PVW1_050036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1346657-1354660(+) | protein_length=2667 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474017.1         -           2439 270at5820            -           1986  9.5e-224  744.5 141.4   1   8   1.3e-11   1.1e-08   31.3  11.5   224   428   207   406   174   416 0.64 | transcript=PVW1_120082800_t1 | gene=PVW1_120082800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3303471-3311786(-) | protein_length=2439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
