#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480295.1         -           1424 799at5820            -           1183         0 1954.5  58.4   1   5  1.2e-194  2.4e-191  636.4  12.2     1   382     5   418     5   424 0.94 | transcript=PVW1_070008700_t1 | gene=PVW1_070008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:223387-227810(+) | protein_length=1424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480295.1         -           1424 799at5820            -           1183         0 1954.5  58.4   2   5  5.1e-190    1e-186  621.0   2.9   381   726   455   827   448   829 0.95 | transcript=PVW1_070008700_t1 | gene=PVW1_070008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:223387-227810(+) | protein_length=1424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480295.1         -           1424 799at5820            -           1183         0 1954.5  58.4   3   5    4e-142    8e-139  462.4  20.6   725  1013   858  1163   849  1190 0.93 | transcript=PVW1_070008700_t1 | gene=PVW1_070008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:223387-227810(+) | protein_length=1424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480295.1         -           1424 799at5820            -           1183         0 1954.5  58.4   4   5    0.0049       9.9    1.7   0.0  1009  1029  1202  1226  1194  1234 0.85 | transcript=PVW1_070008700_t1 | gene=PVW1_070008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:223387-227810(+) | protein_length=1424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480295.1         -           1424 799at5820            -           1183         0 1954.5  58.4   5   5   1.8e-77   3.7e-74  248.2   0.1  1025  1183  1261  1423  1252  1423 0.95 | transcript=PVW1_070008700_t1 | gene=PVW1_070008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:223387-227810(+) | protein_length=1424 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476247.1         -           1306 799at5820            -           1183   7.6e-19   65.0   8.1   1   4   2.6e-07   0.00052   15.9   0.1   579   649   305   377   278   399 0.70 | transcript=PVW1_130048200_t1 | gene=PVW1_130048200 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | transcript_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | location=CAJZCX010000006:1915560-1919480(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476247.1         -           1306 799at5820            -           1183   7.6e-19   65.0   8.1   2   4   6.2e-09   1.3e-05   21.3   0.1   584   671   716   802   700   816 0.79 | transcript=PVW1_130048200_t1 | gene=PVW1_130048200 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | transcript_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | location=CAJZCX010000006:1915560-1919480(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476247.1         -           1306 799at5820            -           1183   7.6e-19   65.0   8.1   3   4   2.1e-05     0.043    9.6   0.1   585   618  1114  1149  1084  1152 0.78 | transcript=PVW1_130048200_t1 | gene=PVW1_130048200 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | transcript_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | location=CAJZCX010000006:1915560-1919480(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476247.1         -           1306 799at5820            -           1183   7.6e-19   65.0   8.1   4   4   1.2e-08   2.3e-05   20.4   0.0   589   627  1231  1272  1207  1300 0.78 | transcript=PVW1_130048200_t1 | gene=PVW1_130048200 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | transcript_product=LCCL domain-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ69] | location=CAJZCX010000006:1915560-1919480(-) | protein_length=1306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483988.1         -           1085 799at5820            -           1183     0.017   10.9   1.5   1   2    0.0059        12    1.5   0.0   324   348   412   436   408   439 0.92 | transcript=PVW1_020013600_t1 | gene=PVW1_020013600 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6T1] | transcript_product=LCCL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6T1] | location=CAJZCX010000015:398759-402220(-) | protein_length=1085 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483988.1         -           1085 799at5820            -           1183     0.017   10.9   1.5   2   2   8.1e-05      0.16    7.6   0.5   587   619   780   811   768   815 0.85 | transcript=PVW1_020013600_t1 | gene=PVW1_020013600 | organism=Plasmodium_vivax_PvW1 | gene_product=LCCL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6T1] | transcript_product=LCCL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6T1] | location=CAJZCX010000015:398759-402220(-) | protein_length=1085 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/799at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/799at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/799at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:38 2026
# [ok]
