#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   1   9     4e-26   4.9e-23   79.4   0.1    13    72    70   131    65   137 0.91 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   2   9   4.4e-53   5.3e-50  168.6   6.6    70   171   191   293   168   302 0.89 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   3   9   1.3e-70   1.6e-67  226.6   1.6   165   305   352   495   344   498 0.95 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   4   9   1.7e-62     2e-59  199.8   1.8   302   441   515   662   509   669 0.94 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   5   9   1.1e-10   1.3e-07   28.3   0.0   445   479   705   739   698   742 0.93 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   6   9   4.8e-81   5.9e-78  261.2   7.8   480   621   788   939   783   943 0.96 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   7   9   1.2e-21   1.5e-18   64.5   0.9   633   700   991  1079   985  1086 0.81 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   8   9   2.8e-17   3.4e-14   50.1   0.5   699   733  1147  1181  1144  1184 0.95 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1050at5820           -           1053         0 1515.8  86.0   9   9  1.5e-143  1.8e-140  468.1  15.8   734  1053  1229  1604  1224  1604 0.88 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1050at5820           -           1053   9.4e-50  167.8  19.6   1   1   2.1e-51   2.5e-48  163.1  19.6    97   891   101   908    72   912 0.78 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473678.1         -           1071 1050at5820           -           1053   4.7e-18   62.9  27.9   1   7     3e-10   3.6e-07   26.8   2.6    91   261    68   231     5   283 0.75 | transcript=PVW1_120059700_t1 | gene=PVW1_120059700 | organism=Plasmodium_vivax_PvW1 | gene_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | transcript_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | location=CAJZCX010000004:2320675-2323890(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473678.1         -           1071 1050at5820           -           1053   4.7e-18   62.9  27.9   2   7   1.1e-05     0.014   11.6   0.0   397   443   310   355   300   369 0.85 | transcript=PVW1_120059700_t1 | gene=PVW1_120059700 | organism=Plasmodium_vivax_PvW1 | gene_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | transcript_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | location=CAJZCX010000004:2320675-2323890(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
