#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475169.1         -            487 8505at5820           -            437  8.3e-182  603.1  70.0   1   1  2.1e-183    1e-180  599.6  70.0     1   437     1   487     1   487 0.89 | transcript=PVW1_100056700_t1 | gene=PVW1_100056700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2303021-2304484(+) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477900.1         -            478 8505at5820           -            437   1.3e-17   62.1  24.4   1   2     0.011         5    4.1   2.5     2    89     7   103     6   167 0.56 | transcript=PVW1_110034700_t1 | gene=PVW1_110034700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1284089-1285525(+) | protein_length=478 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477900.1         -            478 8505at5820           -            437   1.3e-17   62.1  24.4   2   2   2.7e-20   1.3e-17   62.1  24.4   319   435   358   476   319   478 0.80 | transcript=PVW1_110034700_t1 | gene=PVW1_110034700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1284089-1285525(+) | protein_length=478 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480702.1         -           1852 8505at5820           -            437   2.2e-14   51.4  12.1   1   3       4.9   2.3e+03   -4.7   2.5    76   142   321   387   293   402 0.42 | transcript=PVW1_070035500_t1 | gene=PVW1_070035500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1292544-1298102(+) | protein_length=1852 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480702.1         -           1852 8505at5820           -            437   2.2e-14   51.4  12.1   2   3       1.9     9e+02   -3.3   5.9    46   173  1160  1296  1151  1339 0.68 | transcript=PVW1_070035500_t1 | gene=PVW1_070035500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1292544-1298102(+) | protein_length=1852 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480702.1         -           1852 8505at5820           -            437   2.2e-14   51.4  12.1   3   3   4.7e-17   2.2e-14   51.4  12.1   330   433  1748  1849  1736  1851 0.89 | transcript=PVW1_070035500_t1 | gene=PVW1_070035500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1292544-1298102(+) | protein_length=1852 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 8505at5820           -            437   5.3e-14   50.2   6.2   1   5      0.03        14    2.6   0.4     7    51     7    70     1    84 0.77 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 8505at5820           -            437   5.3e-14   50.2   6.2   2   5       1.8   8.5e+02   -3.2   1.1   139   192   155   209   113   218 0.73 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 8505at5820           -            437   5.3e-14   50.2   6.2   3   5       2.2     1e+03   -3.5   5.9    82   142   862   918   840   935 0.66 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 8505at5820           -            437   5.3e-14   50.2   6.2   4   5       5.3   2.5e+03   -4.8  18.3    86   182  1081  1181  1000  1244 0.63 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 8505at5820           -            437   5.3e-14   50.2   6.2   5   5   1.1e-16   5.3e-14   50.2   6.2   328   434  1634  1741  1625  1743 0.89 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
